chr	position	value	color
4	6406531	0.43	b
4	6414226	0.634	b
4	6445196	0.382	b
4	6457382	0.006	b
4	6469490	0.634	b
4	6478936	0.634	b
4	6514730	0.325	b
4	6647063	0.039	b
4	6786777	0.053	b
4	6965518	0.166	b
4	6965918	0.017	b
4	6982500	0.541	b
4	6996097	0.704	b
4	7016880	0.432	b
4	7017359	0.19	b
4	7038533	0.334	b
4	7088210	1.19	b
4	7208777	0.076	b
4	7259544	0.389	b
4	7565566	0.431	b
4	7621677	0.431	b
4	7641861	0.656	b
4	7669194	0.338	b
4	7713459	0.431	b
4	7724881	0.913	b
4	7845107	0.78	b
4	7852161	0.338	b
4	8024125	0.14	b
4	8082197	0.146	b
4	8159510	0.733	b
4	8183840	0.198	b
4	8207977	0.146	b
4	8230825	0.801	b
4	8261001	0.573	b
4	8261660	0.146	b
4	8276108	0.146	b
4	8294911	0.187	b
4	8295483	0.146	b
4	8295883	1.005	b
4	8298325	0.146	b
4	8298854	0.146	b
4	8311545	0.119	b
4	8313125	0.265	b
4	8313726	0.146	b
4	8331926	0.146	b
4	8368388	0.781	b
4	8372747	0.62	b
4	8379852	0.47	b
4	8407237	2.065	b
4	8554931	0.057	b
4	8595986	0.152	b
4	8640678	0.034	b
4	8645269	0.025	b
4	8646504	0.057	b
4	8689676	0.057	b
4	8700635	0.034	b
4	8721547	0.141	b
4	8804757	0.059	b
4	8830254	0.034	b
4	8834280	0.043	b
4	8846744	0.227	b
4	8862183	0.034	b
4	8871710	0.28	b
4	8958805	0.082	b
4	8979347	0.051	b
4	9007779	0.034	b
4	9039295	0.113	b
4	9040230	0.034	b
4	9221522	0.141	b
4	9264046	0.034	b
4	9266732	0.034	b
4	9274658	0.034	b
4	9275972	0.034	b
4	9290890	0.034	b
4	9291740	0.034	b
4	9358306	0.034	b
4	9367140	0.034	b
4	9377459	0.034	b
4	9406977	0.034	b
4	9496399	0.111	b
4	9580204	0.034	b
4	9602976	0.034	b
4	9616865	0.034	b
4	9620824	1.225	b
4	9621251	0.729	b
4	9623770	0.494	b
4	9733316	0.045	b
4	9735655	1.323	b
4	9745687	0.141	b
4	9755385	0.184	b
4	9765932	0.005	b
4	9874310	0.034	b
4	9909772	0.034	b
4	9959204	0.141	b
4	9992251	0.598	b
4	10039895	0.034	b
4	10062943	0.141	b
4	10198979	1.152	b
4	10205783	0.034	b
4	10232630	0.034	b
4	10283441	0.007	b
4	10293011	1.343	b
4	10311313	0.141	b
4	10317203	0.141	b
4	10346884	0.141	b
4	10352183	0.083	b
4	10389623	0.034	b
4	10409253	0.061	b
4	10430445	0.034	b
4	10431030	0.114	b
4	10531469	0.034	b
4	10551440	0.034	b
4	10556299	0.034	b
4	10557827	0.034	b
4	10608382	0.034	b
4	10637069	0.034	b
4	10640228	0.034	b
4	10660681	0.557	b
4	10689621	0.847	b
4	10725217	0.034	b
4	10736769	0.184	b
4	10748921	0.184	b
4	10749529	0.239	b
4	10764774	0.041	b
4	10813364	0.034	b
4	10852757	0.034	b
4	10867644	0.034	b
4	10885544	0.117	b
4	10897573	0.034	b
4	10930755	0.034	b
4	10999766	0.123	b
4	11049800	0.113	b
4	11129870	0.034	b
4	11253418	0.23	b
4	11397984	0.244	b
4	11437249	0.066	b
4	11458441	0.973	b
4	11461490	0.8	b
4	11480448	0.797	b
4	11481187	0.597	b
4	11568116	0.958	b
4	11589616	0.734	b
4	11606388	0.734	b
4	11609179	0.247	b
4	11658846	0.538	b
4	11669206	1.087	b
4	11701954	0.958	b
4	11781442	0.046	b
4	11791363	0.426	b
4	11802282	0.485	b
4	11816692	0.734	b
4	11821480	0.734	b
4	11824502	0.108	b
4	11858907	0.734	b
4	11886333	0.029	b
4	11913185	0.759	b
4	11993128	0.511	b
4	12047861	0.734	b
4	12063355	0.734	b
4	12082241	0.734	b
4	12098394	0.184	b
4	12139563	0.864	b
4	12141719	0.029	b
4	12162278	0.734	b
4	12191221	0.566	b
4	12225115	0.734	b
4	12246480	0.734	b
4	12285388	0.319	b
4	12292832	0.319	b
4	12302611	0.319	b
4	12320027	0.319	b
4	12385596	0.319	b
4	12390904	0.319	b
4	12400149	0.319	b
4	12504035	0.098	b
4	12577620	0.167	b
4	12579775	0.167	b
4	12634934	0.115	b
4	12645018	0.115	b
4	12659076	0.115	b
4	12955686	0.195	b
4	13191005	0.329	b
4	13191776	0.329	b
4	13248930	0.193	b
4	13249077	0.193	b
4	13269122	0.049	b
4	13280817	0.004	b
4	13303237	0.188	b
4	13306682	0.517	b
4	13347902	0.403	b
4	13372064	0.159	b
4	13375536	0.14	b
4	13420235	0.107	b
4	13432874	0.107	b
4	13451390	0.098	b
4	13468036	0.098	b
4	13592131	0.019	b
4	13645819	0.246	b
4	13652200	0.202	b
4	13687514	0.074	b
4	13694402	0.036	b
4	13699523	0.036	b
4	13803788	0.462	b
4	13833966	0.24	b
4	13840694	0.77	b
4	13841565	0.01	b
4	13854805	0.503	b
4	13915167	0.503	b
4	13922083	0.796	b
4	13936519	0.119	b
4	13941904	0.333	b
4	13944984	0.216	b
4	13951737	0.333	b
4	13972083	0.227	b
4	14040007	0.693	b
4	14040826	0.163	b
4	14069960	1.099	b
4	14070643	1.099	b
4	14149256	0.73	b
4	14155556	0.73	b
4	14162122	0.32	b
4	14181501	1.196	b
4	14198733	0.634	b
4	14203229	1.196	b
4	14305744	0.37	b
4	14324010	0.085	b
4	14458149	0.743	b
4	14470986	0.112	b
4	14483982	0.015	b
4	14531646	0.266	b
4	14533547	0.802	b
4	14554404	0.158	b
4	14582842	0.421	b
4	14586348	0.37	b
4	14727483	0.247	b
4	14784180	0.16	b
4	14814750	0.16	b
4	14906067	0.049	b
4	15106676	0.612	b
4	15164507	0.478	b
4	15282997	0.699	b
4	15388862	0.211	b
4	15405071	0.233	b
4	15621375	0.16	b
4	15635986	0.558	b
4	15962645	0.582	b
4	15990546	0.024	b
4	15996318	0.024	b
4	15997452	0.257	b
4	16015397	0.537	b
4	16021127	0.753	b
4	16025514	0.753	b
4	16043385	0.753	b
4	16046450	0.753	b
4	16051162	0.753	b
4	16054507	0.044	b
4	16060018	0.753	b
4	16063470	0.753	b
4	16065285	0.413	b
4	16066102	0.188	b
4	16106102	0.351	b
4	16107446	1.096	b
4	16108783	1.564	b
4	16109615	1.096	b
4	16124107	1.034	b
4	16189382	0.978	b
4	16190430	0.058	b
4	16198855	0.058	b
4	16206414	0.058	b
4	16219858	1.384	b
4	16222625	0.058	b
4	16231346	0.058	b
4	16235221	0.058	b
4	16265566	0.18	b
4	16306710	0.056	b
4	16313319	0.231	b
4	16372926	0.509	b
4	16399352	0.138	b
4	16399655	0.219	b
4	16409209	0.138	b
4	16416751	0.138	b
4	16442907	0.02	b
4	16449696	0.02	b
4	16462465	0.017	b
4	16475358	0.197	b
4	16478720	0.017	b
4	16482459	0.017	b
4	16486644	0.341	b
4	16487096	0.017	b
4	16488291	0.017	b
4	16998552	0.679	b
4	17059268	0.182	b
4	17088081	0.29	b
4	17091528	0.29	b
4	17104064	0.082	b
4	17147372	0.196	b
4	17218663	0.098	b
4	17300521	0.29	b
4	17312456	0.368	b
4	17328596	0.29	b
4	17385971	0.241	b
4	17400670	0.109	b
4	17401460	0.29	b
4	17410272	0.249	b
4	17435278	0.241	b
4	17468230	0.147	b
4	17472678	0.473	b
4	17500921	0.147	b
4	17506400	0.147	b
4	17524349	0.29	b
4	17531017	0.29	b
4	17532344	0.29	b
4	17543277	0.355	b
4	17544515	0.147	b
4	17568259	0.46	b
4	17580524	0.397	b
4	17614423	0.126	b
4	17619785	0.406	b
4	17641404	0.246	b
4	17642227	0.246	b
4	17644758	0.246	b
4	17660531	0.829	b
4	17667371	0.276	b
4	17667616	0.402	b
4	17675454	0.221	b
4	17705987	0.36	b
4	17714952	0.152	b
4	17723631	0.178	b
4	17725953	0.534	b
4	17728205	0.534	b
4	17734760	1.1	b
4	17748329	1.786	b
4	17749943	0.357	b
4	17757440	0.357	b
4	17763001	1.883	b
4	17823689	0.215	b
4	17900049	1.765	b
4	17906260	0.189	b
4	17907331	0.34	b
4	17918101	0.941	b
4	17939628	0.41	b
4	17982054	1.605	b
4	17992710	0.63	b
4	18040877	0.531	b
4	18046222	0.531	b
4	18050441	0.531	b
4	18052045	0.531	b
4	18075908	1.45	b
4	18079067	0.531	b
4	18082468	0.419	b
4	18108529	0.531	b
4	18108966	0.531	b
4	18115134	0.212	b
4	18170546	0.677	b
4	18191200	0.531	b
4	18240701	0.667	b
4	18303522	0.286	b
4	18325476	0.196	b
4	18336102	0.485	b
4	18852781	0.087	b
4	18877582	0.087	b
4	19102102	0.03	b
4	19184264	0.507	b
4	19201139	0.413	b
4	19288137	0.023	b
4	19297865	0.196	b
4	19412345	0.151	b
4	19463640	1.101	b
4	19539067	0.108	b
4	19657614	0.294	b
4	19734292	0.185	b
4	19753051	0.809	b
4	19759021	0.102	b
4	19870149	0.19	b
4	19882102	0.372	b
4	19895824	0.372	b
4	19895893	0.372	b
4	19898627	0.054	b
4	19931950	0.238	b
4	19937392	0.238	b
4	19989747	0.146	b
4	19994617	0.494	b
4	20007012	0.155	b
4	20078594	0.097	b
4	20208920	0.537	b
4	20226092	0.24	b
4	20319128	0.151	b
4	20320390	0.151	b
4	20320449	0.151	b
4	20331744	0.3	b
4	20454372	0.288	b
4	20463339	0.122	b
4	20467013	0.035	b
4	20533920	0.741	b
4	20538108	1.551	b
4	20546679	0.539	b
4	20593742	1.061	b
4	20620515	1.095	b
4	20657701	0.492	b
4	20658298	1.095	b
4	20667677	1.095	b
4	20668666	0.956	b
4	20779014	0.301	b
4	20779619	0.301	b
4	20782198	0.301	b
4	20817979	0.301	b
4	21031471	0.094	b
4	21102733	0.855	b
4	21104296	0.209	b
4	21118189	1.055	b
4	21124873	0.818	b
4	21135327	1.138	b
4	21216907	0.02	b
4	21217094	0.094	b
4	21234985	0.021	b
4	21295958	0.004	b
4	21327134	0.264	b
4	21895852	0.459	b
4	22353508	0.448	b
4	22446804	0.742	b
4	22467419	0.309	b
4	22646205	0.489	b
4	22745029	0.001	b
4	22815872	0.115	b
4	22864079	0.104	b
4	23074084	0.141	b
4	23387400	1.744	b
4	25249004	0.001	b
4	25939646	0.457	b
4	26121537	1.296	b
4	26437197	0.147	b
4	26472224	0.826	b
4	27237920	1.256	b
4	28739340	0.95	b
4	28971814	1.892	b
4	28994008	1.396	b
4	29057937	1.032	b
4	29081166	0.802	b
4	29485493	0.468	b
4	29493270	0.468	b
4	29653553	0.135	b
4	29691609	0.024	b
4	29756112	0.628	b
4	29818266	0.077	b
4	29837339	0.989	b
4	30105837	0.156	b
4	30145214	0.131	b
4	30185157	0.463	b
4	30265313	0.024	b
4	30331555	0.427	b
4	30336022	0.134	b
4	30337631	0.134	b
4	30384227	0.082	b
4	30389523	0.042	b
4	30392710	0.042	b
4	30398415	0.042	b
4	30407785	0.042	b
4	30412144	0.042	b
4	30420828	0.042	b
4	30426677	0.117	b
4	30427257	0.042	b
4	30505125	0.41	b
4	30518315	0.242	b
4	30536279	0.328	b
4	30591565	1.118	b
4	30786798	0.151	b
4	30811634	0.171	b
4	30832716	0.037	b
4	30833515	1.096	b
4	30840989	0.514	b
4	30852572	0.013	b
4	30972063	0.422	b
4	30998133	0.089	b
4	31015671	0.149	b
4	31047161	0.25	b
4	31056421	0.456	b
4	31115713	0.345	b
4	31165936	0.816	b
4	31191038	0.155	b
4	31212046	0.067	b
4	31213929	0.067	b
4	31222054	0.067	b
4	31236604	0.024	b
4	31242205	0.102	b
4	31245701	2.416	b
4	31263193	0.586	b
4	31304814	1.127	b
4	31357564	0.481	b
4	31400421	0.299	b
4	31417092	0.031	b
4	31466608	0.276	b
4	31472341	0.165	b
4	31511492	0.153	b
4	31521200	0.204	b
4	31537593	0.419	b
4	31561655	0.093	b
4	31666589	0.159	b
4	31694751	0.037	b
4	31729171	0.027	b
4	31788251	0.034	b
4	31876007	0.28	b
4	31881127	0.007	b
4	31890779	0.231	b
4	31959840	0.24	b
4	31976003	0.789	b
4	31977018	0.562	b
4	32075995	0.16	b
4	32087025	0.115	b
4	32165826	0.54	b
4	32207427	0.164	b
4	32216714	0.54	b
4	32281980	1.279	b
4	32371622	0.47	b
4	32417734	0.7	b
4	32439500	0.171	b
4	32517641	0.052	b
4	32557656	1.439	b
4	32579211	1.439	b
4	32582184	1.439	b
4	32588264	1.427	b
4	32589410	1.18	b
4	32602592	0.62	b
4	32602759	1.18	b
4	32651573	1.18	b
4	32676671	1.237	b
4	32677743	1.18	b
4	32765046	0.74	b
4	32792538	0.258	b
4	32851947	0.878	b
4	32914754	1.24	b
4	32919522	1.043	b
4	32929222	1.24	b
4	32932904	1.24	b
4	32981670	0.51	b
4	33022826	0.641	b
4	33023718	0.336	b
4	33078754	1.24	b
4	33079729	1.24	b
4	33109169	1.24	b
4	33127640	1.24	b
4	33161673	0.664	b
4	33218048	0.383	b
4	33264965	0.081	b
4	33500424	0.094	b
4	33512348	0.498	b
4	33614287	0.707	b
4	33654017	0.193	b
4	33774254	0.111	b
4	34409721	0.64	b
4	34424013	0.317	b
4	34426776	0.317	b
4	34460736	0.64	b
4	34514399	0.755	b
4	34539759	0.755	b
4	34555267	0.434	b
4	34559778	0.401	b
4	34659354	0.115	b
4	34692384	0.082	b
4	34696058	0.067	b
4	34707347	0.115	b
4	34730208	0.564	b
4	34749554	0.295	b
4	34755422	0.117	b
5	12367	0.383	a
5	211684	0.666	a
5	526875	0.392	a
5	548611	0.218	a
5	567363	0.218	a
5	593939	0.375	a
5	609567	0.375	a
5	612580	0.519	a
5	671430	0.375	a
5	673538	0.153	a
5	700385	0.633	a
5	702891	0.633	a
5	714130	0.286	a
5	722251	0.286	a
5	742188	0.286	a
5	744930	0.286	a
5	760351	0.286	a
5	796487	0.286	a
5	798035	0.286	a
5	823129	0.307	a
5	832317	0.095	a
5	884809	0.357	a
5	914276	0.88	a
5	914341	0.138	a
5	990973	0.937	a
5	1023554	0.065	a
5	1075784	0.036	a
5	1107624	0.07	a
5	1193300	0.2	a
5	1203061	0.402	a
5	1204654	0.294	a
5	1208280	0.28	a
5	1254945	0.65	a
5	1416770	0.045	a
5	1649806	0.446	a
5	1714977	0.498	a
5	1718170	0.537	a
5	1765542	0.053	a
5	1803633	0.113	a
5	1805666	0.364	a
5	1809077	0.182	a
5	1809415	0.036	a
5	1829138	0.081	a
5	1920785	0.541	a
5	1925061	0.01	a
5	1928868	0.005	a
5	1944425	0.96	a
5	1982535	0.603	a
5	2074147	1.181	a
5	2122803	0.143	a
5	2128181	0.102	a
5	2129138	0.102	a
5	2129914	0.207	a
5	2217387	1.097	a
5	2242851	0.226	a
5	2269259	0.292	a
5	2288208	0.102	a
5	2344459	2.064	a
5	2373709	1.535	a
5	2403837	0.548	a
5	2404862	0.619	a
5	2443517	0.484	a
5	2481945	0.676	a
5	2511255	0.676	a
5	2567840	0.035	a
5	2590516	0.876	a
5	2598575	0.991	a
5	2604201	0.195	a
5	2724348	0.328	a
5	2775203	0.185	a
5	2814809	0.534	a
5	2911235	0.209	a
5	2933570	1.13	a
5	3016037	0.014	a
5	3041081	0.459	a
5	3100667	0.289	a
5	3106080	0.04	a
5	3150072	0.126	a
5	3272431	0.513	a
5	3406034	1.329	a
5	3572369	0.02	a
5	3581380	0.031	a
5	3642939	0.057	a
5	3660671	0	a
5	3743464	0.7	a
5	3965313	0.671	a
5	3991327	0.234	a
5	4045146	0.165	a
5	4075914	0.234	a
5	4106330	0.044	a
5	4106902	0.044	a
5	4109059	0.671	a
5	4109376	0.316	a
5	4125951	0.143	a
5	4137387	0.213	a
5	4274753	0.288	a
5	4281800	0.268	a
5	4290418	0.279	a
5	4298308	0.22	a
5	4332763	0.509	a
5	4349410	0.575	a
5	4418610	0.236	a
5	4420241	0.575	a
5	4461732	0.575	a
5	4557094	0.416	a
5	4563785	0.447	a
5	4576755	0.411	a
5	4601414	0.416	a
5	4626677	0.369	a
5	4629503	0.135	a
5	4797558	1.421	a
5	4864444	0.302	a
5	4871510	0.243	a
5	4892816	0.428	a
5	4928700	0.11	a
5	5172277	1.383	a
5	5249114	1.77	a
5	5280788	1.017	a
5	5287602	1.431	a
5	5299463	1.431	a
5	5304572	1.431	a
5	5305363	1.222	a
5	5314212	1.485	a
5	5317958	1.392	a
5	5362826	0.334	a
5	5367783	0.617	a
5	5371664	0.617	a
5	5375205	0.646	a
5	5400399	0.047	a
5	5402705	0.052	a
5	5430873	0.828	a
5	5432793	0.224	a
5	5445133	0.353	a
5	5449751	0.395	a
5	5468243	0.319	a
5	5470220	0.225	a
5	5472405	0.361	a
5	5481192	0.176	a
5	5487194	0.81	a
5	5494251	1.26	a
5	5503634	0.482	a
5	5508802	0.81	a
5	5537630	0.482	a
5	5550830	0.054	a
5	5608894	0.234	a
5	5647284	0.28	a
5	5676081	0.709	a
5	5685653	0.234	a
5	5704728	0.271	a
5	5712869	0.065	a
5	5757123	0.037	a
5	5764316	0.145	a
5	5769416	0.198	a
5	5783038	0.145	a
5	5855371	0.232	a
5	5902132	0.134	a
5	5917220	0.494	a
5	5937728	0.727	a
5	5964461	0.549	a
5	5971306	0.161	a
5	6006402	0.391	a
5	6011935	0.129	a
5	6015408	0.391	a
5	6016013	0.391	a
5	6082888	0.234	a
5	6104156	0.618	a
5	6105854	0.618	a
5	6132559	0.618	a
5	6142800	0.618	a
5	6149852	0.056	a
5	6163448	0.056	a
5	6194319	0.056	a
5	6196440	0.226	a
5	6204824	0.226	a
5	6226808	0.955	a
5	6311763	0.006	a
5	6316588	0.205	a
5	6405349	1.429	a
5	6412482	1.454	a
5	6438583	1.658	a
5	6438879	1.658	a
5	6458620	1.658	a
5	6478898	1.658	a
5	6483237	1.658	a
5	6521284	1.053	a
5	6537751	1.053	a
5	6578947	0.373	a
5	6588321	0.585	a
5	6663231	0.902	a
5	6684374	0.45	a
5	6728044	0.373	a
5	6737985	0.381	a
5	6746970	0.485	a
5	6776430	1.123	a
5	6813595	0.611	a
5	6835459	1.123	a
5	6843212	1.123	a
5	6858244	1.123	a
5	6863897	1.123	a
5	6864486	1.123	a
5	6872966	1.032	a
5	6908386	1.123	a
5	6915011	0.097	a
5	6977305	0.421	a
5	7088573	1.892	a
5	7089052	1.892	a
5	7112071	1.892	a
5	7216888	1.52	a
5	7225529	0.689	a
5	7242650	0.86	a
5	7243241	0.375	a
5	7363745	0.774	a
5	7474706	0.258	a
5	7476619	0.258	a
5	7477038	0.258	a
5	7515801	0.068	a
5	7516151	0.258	a
5	7516596	0.188	a
5	7581762	0.188	a
5	7592245	0.188	a
5	7594077	0.192	a
5	7594090	0.176	a
5	7658249	0.522	a
5	7662863	0.594	a
5	7701568	0.387	a
5	7703842	0.594	a
5	7866486	0.013	a
5	7875074	0.141	a
5	7911217	0.036	a
5	7945860	0.141	a
5	8011474	0.246	a
5	8026265	0.29	a
5	8027232	0.29	a
5	8226635	0.254	a
5	8610173	0.243	a
5	11950176	0.253	a
5	11981104	0.153	a
5	12464559	0.219	a
5	12847463	0.239	a
5	13525723	0.048	a
5	13633739	0.104	a
5	13709430	0.066	a
5	13725420	0.08	a
5	13725456	0.08	a
5	13771979	0.08	a
5	13792370	0.172	a
5	13797678	0.069	a
5	13829646	0.08	a
5	13829656	0.006	a
5	13834105	0.08	a
5	13910328	0.03	a
5	13963731	0.08	a
5	13971657	0.08	a
5	14017588	0.08	a
5	14094491	0.157	a
5	14142147	0.064	a
5	14159861	0.157	a
5	14190169	0.064	a
5	14592634	0.226	a
5	14679327	0.28	a
5	14691000	0.28	a
5	14771543	0.375	a
5	14799931	0.012	a
5	14832835	0.395	a
5	14886841	0.212	a
5	14886936	0.189	a
5	14910487	0.212	a
5	14930252	0.277	a
5	14931237	0.277	a
5	14932829	0.277	a
5	14936910	0.277	a
5	15014130	0.114	a
5	15046028	0.044	a
5	15050890	0.005	a
5	15054703	0.333	a
5	15075846	0.277	a
5	15080885	0.245	a
5	15082160	0.245	a
5	15084184	0.245	a
5	15086584	0.245	a
5	15110142	0.132	a
5	15111806	0.277	a
5	15152525	0.213	a
5	15188181	0.277	a
5	15194434	0.245	a
5	15194560	0.277	a
5	15210725	0.931	a
5	15234290	0.14	a
5	15262870	0.119	a
5	15268251	0.245	a
5	15411656	0.644	a
5	15448457	0.052	a
5	15458987	0.277	a
5	15473557	0.277	a
5	15474429	0.277	a
5	15478532	0.245	a
5	15506855	0.035	a
5	15523551	0.277	a
5	15534610	0.277	a
5	15606051	0.083	a
5	15607796	0.213	a
5	15608662	0.255	a
5	15667080	0.277	a
5	15684785	0.422	a
5	15685711	0.422	a
5	15699221	0.772	a
5	15706932	0.772	a
5	15712399	0.772	a
5	15714980	0.772	a
5	15717068	0.209	a
5	15717098	0.209	a
5	15723003	0.203	a
5	15736248	0.467	a
5	15740694	0.228	a
5	15744459	0.228	a
5	15759104	0.228	a
5	15778248	0.887	a
5	15813168	1.052	a
5	15856204	0.984	a
5	15860469	0.984	a
5	15864602	0.984	a
5	15875189	0.88	a
5	15890143	1.002	a
5	15897231	0.163	a
5	16031759	1.829	a
5	16049033	1.635	a
5	16073712	0.135	a
5	16088654	1.829	a
5	16152438	0.176	a
5	16157334	0.176	a
5	16158688	0.139	a
5	16176346	0.887	a
5	16262307	0.983	a
5	16274734	0.338	a
5	16289625	0.983	a
5	16302392	0.101	a
5	16329505	0.176	a
5	16409528	0.887	a
5	16473548	0.198	a
5	16951775	1.473	a
5	17011227	0.229	a
5	17012730	0.1	a
5	17031812	0.229	a
5	17058985	0.208	a
5	17066815	0.1	a
5	17068543	0.229	a
5	17169118	0.437	a
5	17173447	0.681	a
5	17188546	0.529	a
5	17267601	0.552	a
5	17284466	0.088	a
5	17299864	0.122	a
5	17330649	0.099	a
5	17379923	0.246	a
5	17393312	0.246	a
5	17457106	0.246	a
5	17471642	0.246	a
5	17472755	0.246	a
5	17513341	0.246	a
5	17515493	0.246	a
5	17518585	0.061	a
5	17563509	0.246	a
5	17615550	0.318	a
5	17635646	0.245	a
5	17661388	0.227	a
5	17682572	0.318	a
5	17702702	0.201	a
5	17778613	0.703	a
5	17780194	0.501	a
5	17785072	0.703	a
5	17805207	0.671	a
5	17808735	0.703	a
5	17873021	0.551	a
5	17897996	0.515	a
5	17907568	0.516	a
5	17922283	0.516	a
5	17947002	0.516	a
5	17948974	0.515	a
5	17950035	0.434	a
5	17950129	0.516	a
5	17967915	0.4	a
5	18012541	0.405	a
5	18027648	0.405	a
5	18050218	0.604	a
5	18233746	0.358	a
5	18247279	0.262	a
5	18482034	0.361	a
5	18843513	0.479	a
5	18850260	0.113	a
5	18873723	0.163	a
5	18894443	0.377	a
5	18899008	0.496	a
5	18968176	0.496	a
5	18981705	1.113	a
5	19061176	0.353	a
5	19080415	0.175	a
5	19126625	0.372	a
5	19181003	0.288	a
5	19211440	0.116	a
5	19215217	0.049	a
5	19221586	0.087	a
5	19230701	0.161	a
5	19243167	0.049	a
5	19252112	0.087	a
5	19256946	0.087	a
5	19304695	0.669	a
5	19304733	0.065	a
5	19365537	0.065	a
5	19371627	0.065	a
5	19375036	1.899	a
5	19393471	0.149	a
5	19402503	0.746	a
5	19409117	0.746	a
5	19411156	0.746	a
5	19424731	0.746	a
5	19427201	0.46	a
5	19436873	0.746	a
5	19443086	0.091	a
5	19456441	0.443	a
5	19461652	0.342	a
5	19514778	0.612	a
5	19523700	0.81	a
5	19567154	0.775	a
5	19567752	0.775	a
5	19580284	0.775	a
5	19597229	0.746	a
5	19598860	0.746	a
5	19615369	0.746	a
5	19630850	0.824	a
5	19648541	0.746	a
5	19652268	0.257	a
5	19691024	0.746	a
5	19699285	0.793	a
5	19736445	0.775	a
5	19769104	0.793	a
5	19773539	0.739	a
5	19792451	0.687	a
5	19840062	0.718	a
5	19878382	0.793	a
5	19892413	0.233	a
5	19901185	0.687	a
5	19938990	0.793	a
5	19946889	0.233	a
5	19959799	0.068	a
5	19976437	0.472	a
5	19982632	0.687	a
5	19989742	0.687	a
5	20030687	0.687	a
5	20087777	0.687	a
5	20112702	0.687	a
5	20115054	0.095	a
5	20115914	0.687	a
5	20119811	0.793	a
5	20187768	0.687	a
5	20203133	0.687	a
5	20219704	0.687	a
5	20237510	0.793	a
5	20325390	0.793	a
5	20358193	0.687	a
5	20384230	0.687	a
5	20389157	0.793	a
5	20394403	0.118	a
5	20430732	0.793	a
5	20439382	0.779	a
5	20449986	0.687	a
5	20455671	0.687	a
5	20483901	0.165	a
5	20551081	1.159	a
5	20589620	0.365	a
5	20592898	0.365	a
5	20593619	0.351	a
5	20618396	0.05	a
5	21283459	0.112	a
5	21408269	0.127	a
5	21619081	0.098	a
5	21622720	0.098	a
5	21662905	0.098	a
5	21685087	0.098	a
5	21686498	0.098	a
5	21717463	0.098	a
5	22626847	0.184	a
5	22800721	0.113	a
5	23167823	0.138	a
5	23239213	0.257	a
5	23337426	0.092	a
5	23450547	0.419	a
5	23472699	1.26	a
5	23505259	0.685	a
5	23514500	0.685	a
5	23519908	0.769	a
5	23711633	0.067	a
5	24311958	0.236	a
5	25087090	1.78	a
5	25225452	0.645	a
5	25323146	0.545	a
5	25335456	0.545	a
5	25420766	0.211	a
5	25451049	0.933	a
5	25468517	1.428	a
5	25556985	0.268	a
5	25903669	0.816	a
5	26309958	0.019	a
5	26333115	0.019	a
5	26337374	0.019	a
5	26412071	0.005	a
5	26447153	0.005	a
5	26450608	0.038	a
5	26511697	0.356	a
5	26512805	0.472	a
5	26926989	0.147	a
5	26928418	0.147	a
5	26945528	0.147	a
5	26960541	0.147	a
5	26990050	0.147	a
5	26993365	0.598	a
5	26999009	0.541	a
5	27016615	0.147	a
5	27019133	0.147	a
5	27021150	0.215	a
5	27029908	0.328	a
5	27033839	0.147	a
5	27038903	0.328	a
5	27138105	0.068	a
5	27139954	0.201	a
5	27145828	0.068	a
5	27147115	0.068	a
5	27179731	0.028	a
5	27189965	0.328	a
5	27222764	0.328	a
5	27227417	0.236	a
5	27232787	0.105	a
5	27281425	0.328	a
5	27283159	0.039	a
5	27299220	0.529	a
5	27308198	0.186	a
5	27331357	0.118	a
5	27337251	0.367	a
5	27392249	0.048	a
5	27399385	0.054	a
5	27403787	0.236	a
5	27419091	0.225	a
5	27431655	0.347	a
5	27467053	1.127	a
5	27494232	0.175	a
5	27501087	0.175	a
5	27548619	0.077	a
5	27550616	1.202	a
5	27552872	1.013	a
5	27554835	0.077	a
5	27600131	1.013	a
5	27765770	1.202	a
5	27773750	1.013	a
5	27822433	0.118	a
5	27822790	0.202	a
5	27828637	0.118	a
5	27840163	0.269	a
5	27840173	0.091	a
5	27845595	0.015	a
5	27852894	0.118	a
5	27854706	0.118	a
5	27863996	0.202	a
5	27884639	0.202	a
5	27953087	0.103	a
5	27961162	0.106	a
5	27996362	0.487	a
5	27998754	0.106	a
5	28036470	0.106	a
5	28039363	0.106	a
5	28085706	0.023	a
5	28108693	0.09	a
5	28178470	0.413	a
5	28191019	0.413	a
5	28238552	0.066	a
5	28377589	0.274	a
5	28404440	0.274	a
5	28407254	0.274	a
5	28429287	0.046	a
5	28439001	0.155	a
5	28465117	2.461	a
5	28474579	2.461	a
5	28492285	2.461	a
5	28497908	2.352	a
5	28503365	2.352	a
5	28565325	1.153	a
5	28573474	2.549	a
5	28591159	2.549	a
5	28621241	2.549	a
5	28655779	2.549	a
5	28663011	2.549	a
5	28701774	2.352	a
5	28991601	0.145	a
5	29013499	0.839	a
5	29018412	0.688	a
5	29104665	0.003	a
5	29206100	0.89	a
6	437090	0.321	b
6	757991	0.732	b
6	765516	0.35	b
6	794141	0.415	b
6	817154	0.141	b
6	829457	0.075	b
6	847109	0.201	b
6	896102	0.499	b
6	972780	0.658	b
6	988641	0.304	b
6	998732	0.304	b
