Chr	start	stop	value
6	25623000	26268000	0.8194
6	26268000	26419000	1.1297
6	26419000	26849000	1.1619
6	26849000	27796000	1.4225
6	27796000	27919000	1.8153
6	27919000	28020000	1.0607
6	28020000	28436000	0.5612
6	28436000	28466000	0.4519
6	28466000	28479000	0.35
6	28479000	28629000	0.3767
6	28629000	28653000	0.2461
6	28653000	28837000	0.2141
6	28837000	28968000	0.2676
6	28968000	29071000	0.2086
6	29071000	29134000	0.2958
6	29134000	29194000	0.2449
6	29194000	29439000	0.1998
6	29439000	29519000	0.3507
6	29519000	29530000	0.3042
6	29530000	29591000	0.2688
6	29591000	29671000	0.2594
6	29671000	29808000	0.0142
6	29808000	30267000	0.0278
6	30267000	30500000	0.4048
6	30500000	31247000	0.3957
7	0	120000	0.6745
7	120000	154000	0.5773
7	154000	308000	0.6374
7	308000	427000	0.7169
7	427000	441000	0.562
7	441000	636000	0.6664
7	636000	701000	0.5661
7	701000	821000	0.5894
7	821000	908000	0.593
7	908000	919000	0.4937
7	919000	939000	0.6923
7	939000	1190000	0.6719
7	1190000	1302000	0.8399
7	1302000	1744000	1.0173
7	1744000	1834000	0.8568
7	1834000	2111000	0.8562
7	2111000	2170000	1.1235
7	2170000	2225000	1.2041
7	2225000	2235000	1.3567
7	2235000	2318000	1.2541
7	2318000	2817000	0.9801
7	2817000	2954000	0.3934
7	2954000	3283000	0.3061
7	3283000	3786000	0.5398
7	3786000	4007000	0.6635
7	4007000	4972000	0.5889
7	4972000	6027000	0.4777
7	6027000	6056000	0.6178
7	6056000	6719000	0.4877
7	6719000	6962000	0.4943
7	6962000	7128000	0.2616
7	7128000	7153000	0.2759
7	7153000	7203000	0.2616
7	7203000	7265000	0.4559
7	7265000	7595000	0.7229
7	7595000	8407000	1.0366
7	8407000	8756000	0.3689
7	8756000	8933000	0.3948
7	8933000	9342000	0.4464
7	9342000	12799000	0.5371
7	12799000	15412000	0.6387
7	15412000	16157000	0.0056
7	16157000	16606000	0.0364
7	16606000	16614000	0.1961
7	16614000	16665000	0.1775
7	16665000	16963000	0.3764
7	16963000	17338000	0.0725
7	17338000	17389000	0.0291
7	17389000	17525000	0.1182
7	17525000	17691000	0.0546
7	17691000	17757000	0.0998
7	17757000	17883000	0.0344
7	17883000	18147000	0.1091
7	18147000	18358000	0.0448
7	18358000	18805000	0.1216
7	18805000	19259000	9e-04
7	19259000	20113000	0.0891
7	20113000	20208000	0.0787
7	20208000	21154000	0.3198
7	21154000	21296000	0.2126
7	21296000	21643000	0.0035
7	21643000	21910000	0.0947
7	21910000	22010000	0.0207
7	22010000	22311000	0.0469
7	22311000	23189000	0.0092
7	23189000	23825000	0.0351
7	23825000	23846000	0.1733
7	23846000	24393000	0.147
7	24393000	24667000	0.1554
7	24667000	24696000	0.201
7	24696000	24758000	0.2638
7	24758000	25137000	0.8795
7	25137000	25328000	0.8713
7	25328000	25361000	1.2859
7	25361000	25525000	1.2721
7	25525000	25846000	1.7335
7	25846000	25986000	1.4073
7	25986000	26043000	1.4033
7	26043000	26239000	1.1392
7	26239000	26327000	1.2173
7	26327000	26672000	1.2186
7	26672000	26721000	1.2347
7	26721000	26773000	1.4325
7	26773000	26929000	1.4675
7	26929000	27628000	1.2173
7	27628000	28057000	1.8734
7	28057000	28077000	2.001
7	28077000	28152000	2.4355
7	28152000	28411000	2.5353
7	28411000	28556000	2.7362
7	28556000	29697000	2.9015
8	0	453000	0.3112
8	453000	470000	0.2964
8	470000	682000	0.3159
8	682000	722000	0.1811
8	722000	840000	0.2024
8	840000	876000	0.0412
8	876000	1008000	0.0982
8	1008000	1030000	0.1168
8	1030000	1070000	0.1671
8	1070000	1289000	0.108
8	1289000	2468000	0.219
8	2468000	2784000	0.0161
8	2784000	2983000	0.1038
8	2983000	3016000	0.0895
8	3016000	3050000	0.0674
8	3050000	3123000	0.0127
8	3123000	3184000	0.1186
8	3184000	3323000	0.074
8	3323000	3378000	0.2532
8	3378000	3459000	0.3632
8	3459000	3488000	0.4789
8	3488000	3513000	0.3977
8	3513000	3757000	0.5324
8	3757000	3887000	1.0447
8	3887000	3973000	1.0442
8	3973000	4066000	1.0447
8	4066000	4212000	1.1065
8	4212000	4237000	0.9993
8	4237000	4610000	1.2527
8	4610000	4659000	1.2035
8	4659000	4856000	1.2698
8	4856000	4889000	1.4511
8	4889000	5116000	1.2698
8	5116000	5169000	1.1595
8	5169000	5264000	1.2924
8	5264000	5393000	1.2911
8	5393000	5460000	1.5095
8	5460000	5737000	1.3484
8	5737000	5785000	1.6285
8	5785000	5840000	1.6355
8	5840000	5982000	1.3974
8	5982000	6002000	0.8831
8	6002000	6040000	1.0694
8	6040000	6207000	1.0682
8	6207000	6320000	1.2107
8	6320000	6724000	1.5666
8	6724000	7207000	1.4934
8	7207000	7861000	1.2107
8	7861000	8027000	1.0837
8	8027000	8512000	0.9104
8	8512000	8579000	1.0656
8	8579000	8942000	1.2109
8	8942000	8973000	1.4645
8	8973000	8980000	1.3793
8	8980000	9351000	1.4609
8	9351000	10078000	1.5512
8	10078000	10166000	1.4582
8	10166000	10539000	1.8131
8	10539000	14447000	1.9772
8	14447000	15355000	1.8293
8	15355000	16586000	1.8195
8	16586000	16614000	2.0084
8	16614000	16871000	2.053
8	16871000	16898000	1.9482
8	16898000	17386000	2.0084
8	17386000	17417000	1.7929
8	17417000	17428000	1.8687
8	17428000	17577000	1.7929
8	17577000	17893000	2.0514
8	17893000	18282000	2.1228
8	18282000	18412000	2.0001
8	18412000	18509000	2.6603
8	18509000	18781000	2.6775
8	18781000	18832000	2.6936
8	18832000	18868000	2.3939
8	18868000	18939000	1.9427
8	18939000	19194000	2.0554
8	19194000	19449000	1.9675
8	19449000	19692000	1.9552
8	19692000	20099000	2.091
8	20099000	20200000	2.341
8	20200000	20283000	2.2292
8	20283000	20620000	2.4699
8	20620000	20696000	2.0838
8	20696000	20714000	1.9039
8	20714000	20923000	2.0068
8	20923000	21078000	2.0093
8	21078000	21784000	1.512
8	21784000	22772000	1.5285
8	22772000	24402000	0.2134
8	24402000	24426000	0.2029
8	24426000	24922000	0.2275
8	24922000	25333000	0.2269
8	25333000	25478000	0.2478
8	25478000	25506000	0.0769
8	25506000	25625000	0.1144
8	25625000	25765000	0.0681
8	25765000	25900000	0.1221
8	25900000	26106000	0.1892
8	26106000	26149000	0.276
8	26149000	26252000	0.1767
8	26252000	26291000	0.1933
8	26291000	26324000	0.0686
8	26324000	26355000	0.0517
8	26355000	26439000	0.0146
8	26439000	26518000	0.0092
8	26518000	26594000	0.0748
8	26594000	26727000	0.0092
8	26727000	26858000	0.06
8	26858000	26976000	0.1385
8	26976000	27162000	0.1204
8	27162000	27321000	0.0341
8	27321000	27544000	0.1729
8	27544000	27582000	0.3409
8	27582000	27824000	0.146
8	27824000	27935000	0.204
8	27935000	28118000	0.1408
8	28118000	28439000	0.105
9	0	134000	0.0787
9	134000	599000	0.0703
9	599000	653000	0.0654
9	653000	897000	0.0703
9	897000	941000	0.0291
9	941000	1318000	0.1163
9	1318000	2021000	0.0419
9	2021000	2333000	0.0162
9	2333000	4352000	0.0419
9	4352000	5173000	0.0554
9	5173000	5630000	0.0507
9	5630000	6015000	0.0201
9	6015000	6066000	0.0158
9	6066000	6118000	0.0554
9	6118000	6586000	0.0029
9	6586000	6604000	0.0559
9	6604000	6747000	0.0071
9	6747000	6900000	0.0126
9	6900000	6936000	0.1193
9	6936000	7089000	0.0399
9	7089000	7138000	0.1212
9	7138000	7752000	0.1576
9	7752000	7827000	0.0633
9	7827000	7960000	0.1615
9	7960000	8001000	0.0774
9	8001000	8159000	0.2922
9	8159000	8513000	0.223
9	8513000	8618000	0.2922
9	8618000	8725000	0.365
9	8725000	8960000	0.2679
9	8960000	8987000	0.341
9	8987000	9368000	0.2248
9	9368000	9519000	0.2879
9	9519000	9643000	0.3027
9	9643000	9939000	0.2789
9	9939000	10017000	0.3531
9	10017000	10159000	0.1701
9	10159000	10747000	0.183
9	10747000	10832000	0.1667
9	10832000	11271000	0.424
9	11271000	12203000	0.3372
9	12203000	14382000	0.9257
9	14382000	14826000	1.2169
9	14826000	14840000	1.2839
9	14840000	14930000	1.4082
9	14930000	15011000	1.6494
9	15011000	15440000	1.7879
9	15440000	15598000	1.6786
9	15598000	15817000	1.7808
9	15817000	16039000	2.3175
9	16039000	16359000	2.2446
9	16359000	16414000	1.8828
9	16414000	16519000	1.7377
9	16519000	16717000	1.8426
9	16717000	17037000	1.8439
9	17037000	17255000	2.2722
9	17255000	17491000	2.5738
9	17491000	17559000	2.7966
9	17559000	17690000	2.6029
9	17690000	17793000	2.7231
9	17793000	17905000	2.5858
9	17905000	17937000	2.5375
9	17937000	17998000	2.5432
9	17998000	18145000	3.1183
9	18145000	18158000	3.1728
9	18158000	18178000	3.1405
9	18178000	18306000	3.1183
9	18306000	18363000	2.8725
9	18363000	18431000	2.9378
9	18431000	18511000	2.5423
9	18511000	18579000	2.4389
9	18579000	18736000	2.6097
9	18736000	18766000	2.6438
9	18766000	18818000	2.5303
9	18818000	18899000	2.2665
9	18899000	18929000	2.0024
9	18929000	19010000	1.7398
9	19010000	19069000	1.634
9	19069000	19099000	1.9767
9	19099000	19176000	2.2398
9	19176000	19240000	2.2287
9	19240000	19270000	2.0183
9	19270000	19295000	1.6833
9	19295000	19450000	1.9372
9	19450000	19550000	2.0123
9	19550000	19805000	2.7511
9	19805000	20063000	3.0233
9	20063000	20212000	3.4454
9	20212000	20283000	3.5987
9	20283000	20374000	3.1065
9	20374000	20497000	3.2707
9	20497000	20548000	2.8139
9	20548000	20590000	2.7216
9	20590000	20855000	2.563
9	20855000	20891000	2.9057
9	20891000	21092000	3.0919
9	21092000	21131000	2.8226
9	21131000	21153000	2.8436
9	21153000	21177000	2.8755
9	21177000	21279000	2.6395
9	21279000	21309000	2.6798
9	21309000	21372000	2.7378
9	21372000	21381000	3.054
9	21381000	21514000	3.4166
9	21514000	21530000	3.5226
9	21530000	21597000	3.5422
9	21597000	21639000	3.1626
9	21639000	21794000	2.8562
9	21794000	21921000	2.6763
9	21921000	22177000	2.182
9	22177000	22201000	1.906
9	22201000	22249000	2.1398
9	22249000	22323000	2.0405
9	22323000	22395000	2.177
9	22395000	22549000	1.6914
9	22549000	23011000	1.5243
10	0	775000	1.6301
10	775000	878000	1.274
10	878000	908000	1.2838
10	908000	970000	1.141
10	970000	1227000	1.1108
10	1227000	1265000	1.185
10	1265000	1315000	0.9789
10	1315000	2301000	0.9082
10	2301000	2556000	0.8633
10	2556000	2636000	0.5601
10	2636000	3524000	0.7055
10	3524000	4114000	0.4358
10	4114000	4938000	0.5661
10	4938000	5294000	0.4413
10	5294000	5334000	0.0826
10	5334000	5385000	0.205
10	5385000	5482000	0.3156
10	5482000	6422000	0.3357
10	6422000	6891000	0.3736
10	6891000	8113000	0.3357
10	8113000	8214000	0.3032
10	8214000	8503000	0.1923
10	8503000	9189000	0.3357
10	9189000	9286000	0.2729
10	9286000	9559000	0.2369
10	9559000	10316000	0.2729
10	10316000	11174000	0.2455
10	11174000	11367000	0.2164
10	11367000	11524000	0.3441
10	11524000	11566000	0.5179
10	11566000	11587000	0.3879
10	11587000	11646000	0.5622
10	11646000	11711000	0.5179
10	11711000	11822000	0.7295
10	11822000	11857000	0.6393
10	11857000	11944000	0.5646
10	11944000	12001000	0.6803
10	12001000	12903000	0.5646
10	12903000	12979000	0.2302
10	12979000	13039000	0.3967
10	13039000	13085000	0.6462
10	13085000	13727000	0.7153
10	13727000	13757000	0.6606
10	13757000	13905000	0.7732
10	13905000	14129000	0.4475
10	14129000	14393000	0.5185
10	14393000	14473000	0.1412
10	14473000	14520000	0.2421
10	14520000	14556000	0.1288
10	14556000	14570000	0.2031
10	14570000	14578000	0.2455
10	14578000	14648000	0.3775
10	14648000	14765000	0.5082
10	14765000	14810000	0.4497
10	14810000	14967000	0.4282
10	14967000	15627000	0.3171
10	15627000	15799000	0.85
10	15799000	16001000	0.9054
10	16001000	16107000	0.6943
10	16107000	16163000	1.0041
10	16163000	16197000	0.6595
10	16197000	16386000	0.7829
10	16386000	16614000	0.6626
10	16614000	16880000	0.5774
10	16880000	17341000	0.4972
10	17341000	17395000	0.6642
10	17395000	17860000	0.1751
10	17860000	18009000	0.1892
10	18009000	18198000	0.1897
10	18198000	18513000	0.1417
10	18513000	18582000	0.0389
10	18582000	18748000	0.0126
10	18748000	18849000	0.0122
10	18849000	19151000	0.0186
10	19151000	19304000	0.2326
10	19304000	19674000	0.3316
10	19674000	19875000	0.2832
10	19875000	19934000	0.3129
10	19934000	20198000	0.73
10	20198000	20753000	0.6664
10	20753000	21087000	0.3544
10	21087000	21663000	0.5473
10	21663000	21716000	0.6152
10	21716000	21736000	0.0512
10	21736000	21795000	0.036
10	21795000	21918000	0.1545
10	21918000	21986000	0.1098
10	21986000	22070000	0.0356
10	22070000	22172000	0.1806
10	22172000	22214000	0.2291
10	22214000	22304000	0.1771
10	22304000	22382000	0.1828
10	22382000	22523000	0.0953
10	22523000	22581000	0.272
10	22581000	22660000	0.1855
10	22660000	22797000	0.3021
10	22797000	22838000	0.3016
10	22838000	23135000	0.193
11	0	222000	0.3369
11	222000	371000	0.4429
11	371000	632000	0.6251
11	632000	702000	0.8857
11	702000	799000	1.0326
11	799000	1014000	1.1088
11	1014000	1165000	0.941
11	1165000	1267000	0.9036
11	1267000	1657000	1.2592
11	1657000	1911000	1.4573
11	1911000	1928000	1.5305
11	1928000	2374000	1.5485
11	2374000	2426000	1.1758
11	2426000	2470000	0.9794
11	2470000	2661000	1.1973
11	2661000	2685000	1.0849
11	2685000	2816000	0.7259
11	2816000	2923000	0.5659
11	2923000	2949000	0.4902
11	2949000	3015000	0.5353
11	3015000	3102000	0.4902
11	3102000	3173000	0.3951
11	3173000	3578000	0.3784
11	3578000	3613000	0.4584
11	3613000	3760000	0.5979
11	3760000	3857000	0.6091
11	3857000	3911000	0.3373
11	3911000	4290000	0.2814
11	4290000	4324000	0.4247
11	4324000	4339000	0.3479
11	4339000	4422000	0.4146
11	4422000	4692000	0.1247
11	4692000	5016000	0.0775
11	5016000	5443000	0.0394
11	5443000	5563000	0.0559
11	5563000	5747000	0.0558
11	5747000	5832000	0.1372
11	5832000	5844000	0.132
11	5844000	6655000	0.2396
11	6655000	7034000	0.3316
11	7034000	7110000	0.3287
11	7110000	7498000	0.3387
11	7498000	7581000	0.3556
11	7581000	7664000	0.4167
11	7664000	7816000	0.3622
11	7816000	7852000	0.5459
11	7852000	7949000	0.6669
11	7949000	8858000	1.2856
11	8858000	9001000	1.4645
11	9001000	9031000	1.4955
11	9031000	9294000	1.7559
11	9294000	9441000	1.6672
11	9441000	9586000	1.4699
11	9586000	9729000	1.8361
11	9729000	9767000	1.1666
11	9767000	10089000	2.3279
11	10089000	10621000	2.0319
11	10621000	10681000	1.8661
11	10681000	10941000	1.8253
11	10941000	11660000	1.7138
11	11660000	11912000	1.6007
11	11912000	13801000	1.7138
11	13801000	14231000	1.7027
11	14231000	15387000	1.7138
11	15387000	15745000	1.9744
11	15745000	15888000	2.125
11	15888000	16313000	2.2594
11	16313000	16460000	2.4624
11	16460000	16549000	2.2594
11	16549000	17048000	2.4354
11	17048000	17157000	2.5954
11	17157000	17337000	2.2993
11	17337000	17806000	2.0043
11	17806000	17859000	2.1578
11	17859000	17894000	2.1668
11	17894000	17965000	1.6094
11	17965000	18199000	1.2458
11	18199000	18316000	1.1231
11	18316000	18481000	1.6361
11	18481000	18779000	1.9266
11	18779000	18811000	1.4531
11	18811000	18852000	1.4532
11	18852000	18882000	1.4473
11	18882000	19062000	1.6555
11	19062000	19091000	1.6825
11	19091000	19137000	1.8419
11	19137000	19230000	1.05
11	19230000	19426000	1.19
11	19426000	19468000	0.7814
11	19468000	19528000	0.8594
11	19528000	19637000	0.7909
11	19637000	20091000	0.8788
11	20091000	20177000	0.8886
11	20177000	20338000	0.8854
11	20338000	20588000	0.7057
11	20588000	20767000	0.8731
11	20767000	20788000	0.7132
11	20788000	21256000	1.1355
11	21256000	21290000	1.1855
11	21290000	21504000	1.1879
11	21504000	21583000	1.0242
11	21583000	21786000	0.9248
11	21786000	22042000	1.0139
11	22042000	22140000	0.8261
11	22140000	22547000	0.0559
11	22547000	22586000	0.1126
11	22586000	22608000	0.1828
11	22608000	22766000	0.2235
11	22766000	22800000	0.1307
11	22800000	22895000	0.3134
11	22895000	22935000	0.2773
11	22935000	23041000	0.3134
11	23041000	23265000	0.4588
11	23265000	23654000	0.2992
11	23654000	23823000	0.3312
11	23823000	23983000	0.4224
11	23983000	24249000	0.7858
11	24249000	24375000	1.1617
11	24375000	24442000	1.132
11	24442000	24547000	1.2777
11	24547000	24658000	1.3204
11	24658000	24679000	1.1401
11	24679000	24703000	0.9925
11	24703000	24743000	1.2114
11	24743000	24760000	1.3735
11	24760000	24795000	2.1676
11	24795000	24978000	2.198
11	24978000	25156000	2.2825
11	25156000	25793000	2.3074
11	25793000	25911000	2.1542
11	25911000	25957000	1.9519
11	25957000	25991000	1.9891
11	25991000	26032000	1.7364
11	26032000	26136000	1.7348
11	26136000	26511000	1.514
11	26511000	26553000	1.2665
11	26553000	26645000	1.6343
11	26645000	26709000	1.7165
11	26709000	26750000	1.8975
11	26750000	26780000	1.6837
11	26780000	26820000	1.7676
11	26820000	26860000	1.9607
11	26860000	26883000	1.9415
11	26883000	27367000	2.0414
11	27367000	27380000	1.9508
11	27380000	27958000	2.4275
11	27958000	28250000	2.0607
11	28250000	28291000	2.0261
11	28291000	28344000	2.3897
11	28344000	28513000	2.3787
12	0	724000	0.0583
12	724000	1165000	0.0831
12	1165000	1191000	0.0767
12	1191000	3009000	0.9339
12	3009000	3056000	1.0968
12	3056000	3134000	1.1014
12	3134000	3842000	0.6804
12	3842000	4748000	0.2697
12	4748000	5378000	0.2212
12	5378000	7200000	0.0225
12	7200000	7392000	0.039
12	7392000	7408000	0.0377
12	7408000	7651000	0.0744
12	7651000	7924000	0.0303
12	7924000	8859000	0.0177
12	8859000	9801000	0.127
12	9801000	10738000	0.0955
12	10738000	10758000	0.0508
12	10758000	10771000	0.0955
12	10771000	10799000	0.1315
12	10799000	11776000	0.1623
12	11776000	12062000	0.2249
12	12062000	14546000	0.1623
12	14546000	14674000	0.1023
12	14674000	16255000	0.1545
12	16255000	16364000	0.0251
12	16364000	16461000	0.0047
12	16461000	17398000	0.032
12	17398000	17608000	0.0455
12	17608000	17635000	0.1676
12	17635000	17955000	0.1896
12	17955000	18243000	0.1378
12	18243000	18300000	0.0617
12	18300000	18361000	0.0569
12	18361000	18592000	0.063
12	18592000	19087000	0.1267
12	19087000	19160000	0.0303
12	19160000	19448000	0.0214
12	19448000	19534000	0.0637
12	19534000	19677000	0.0947
12	19677000	19820000	0.0083
12	19820000	19884000	0.0246
12	19884000	20022000	0.0951
12	20022000	21145000	0.0947
12	21145000	21329000	0.0533
12	21329000	21590000	0.0694
12	21590000	21728000	0.0166
12	21728000	22018000	0.0377
12	22018000	22448000	0.0381
12	22448000	22563000	0.0801
12	22563000	22936000	0.0341
12	22936000	23052000	0.0386
12	23052000	23394000	0.0341
12	23394000	23479000	0.2503
12	23479000	23581000	0.1778
12	23581000	23886000	0.3156
12	23886000	23900000	0.2496
12	23900000	23966000	0.1884
12	23966000	24076000	0.1444
12	24076000	24122000	0.0737
12	24122000	24440000	0.0088
12	24440000	24521000	0.0033
12	24521000	24567000	0.034
12	24567000	24707000	0.0315
12	24707000	24856000	0.1854
12	24856000	25248000	0.2375
12	25248000	25277000	0.5914
12	25277000	25310000	0.7198
12	25310000	25351000	0.728
12	25351000	25603000	0.4952
12	25603000	25641000	0.6897
12	25641000	25801000	0.6817
12	25801000	26078000	0.1351
12	26078000	26322000	0.2692
12	26322000	26395000	0.2655
12	26395000	26521000	0.1938
12	26521000	26664000	0.1999
12	26664000	27016000	0.3213
12	27016000	27497000	0.6215
