chr	start	stop	color
4	1300001	1400000	A
4	1400001	1500000	A
4	1600001	1700000	A
4	1700001	1800000	C
4	1800001	1900000	B
4	1900001	2000000	C
4	2000001	2100000	B
4	2200001	2300000	C
4	2300001	2400000	B
4	2400001	2500000	C
4	2500001	2600000	C
4	2700001	2800000	C
4	2800001	2900000	C
4	2900001	3000000	C
4	3000001	3100000	C
4	3100001	3200000	A
4	3200001	3300000	C
4	3300001	3400000	C
4	3400001	3500000	C
4	3500001	3600000	C
4	3600001	3700000	C
4	3700001	3800000	C
4	3800001	3900000	B
4	3900001	4000000	B
4	4000001	4100000	C
4	4100001	4200000	B
4	4200001	4300000	B
4	4300001	4400000	C
4	4400001	4500000	C
4	4500001	4600000	C
4	4600001	4700000	C
4	4700001	4800000	C
4	4800001	4900000	C
4	4900001	5000000	C
4	5000001	5100000	C
4	5100001	5200000	C
4	5200001	5300000	C
4	5300001	5400000	B
4	5400001	5500000	B
4	5500001	5600000	B
4	5600001	5700000	B
4	5700001	5800000	B
4	5800001	5900000	B
4	5900001	6000000	B
4	6000001	6100000	B
4	6100001	6200000	B
4	6200001	6300000	B
4	6300001	6400000	B
4	6400001	6500000	B
4	6500001	6600000	B
4	6600001	6700000	B
4	6700001	6800000	A
4	6800001	6900000	B
4	6900001	7000000	B
4	7000001	7100000	B
4	7100001	7200000	B
4	7200001	7300000	B
4	7300001	7400000	B
4	7400001	7500000	B
4	7500001	7600000	B
4	7800001	7900000	B
4	7900001	8000000	B
4	8000001	8100000	B
4	8100001	8200000	B
4	8200001	8300000	B
4	8300001	8400000	B
4	8400001	8500000	B
4	8500001	8600000	B
4	8600001	8700000	B
4	8700001	8800000	B
4	8800001	8900000	B
4	8900001	9000000	B
4	9000001	9100000	B
4	9200001	9300000	B
4	9300001	9400000	B
4	9400001	9500000	B
4	9500001	9600000	B
4	9600001	9700000	B
4	9700001	9800000	B
4	9800001	9900000	B
4	9900001	10000000	B
4	10000001	10100000	B
4	10100001	10200000	B
4	10300001	10400000	B
4	10400001	10500000	B
4	10500001	10600000	B
4	10600001	10700000	B
4	10700001	10800000	B
4	10800001	10900000	B
4	10900001	11000000	B
4	11000001	11100000	B
4	11100001	11200000	B
4	11200001	11300000	B
4	11300001	11400000	B
4	11400001	11500000	B
4	11500001	11600000	B
4	11600001	11700000	B
4	11700001	11800000	B
4	11800001	11900000	B
4	11900001	12000000	B
4	12000001	12100000	B
4	12100001	12200000	B
4	12200001	12300000	B
4	12300001	12400000	C
4	12400001	12500000	B
4	12500001	12600000	B
4	12600001	12700000	B
4	12700001	12800000	B
4	12900001	13000000	C
4	13000001	13100000	C
4	13100001	13200000	C
4	13200001	13300000	C
4	13300001	13400000	C
4	13400001	13500000	C
4	13500001	13600000	C
4	13600001	13700000	C
4	13700001	13800000	C
4	13800001	13900000	C
4	13900001	14000000	C
4	14000001	14100000	C
4	14100001	14200000	C
4	14200001	14300000	C
4	14300001	14400000	C
4	14400001	14500000	C
4	14500001	14600000	C
4	14600001	14700000	C
4	14700001	14800000	C
4	14800001	14900000	C
4	14900001	15000000	C
4	15000001	15100000	C
4	15100001	15200000	C
4	15200001	15300000	C
4	15300001	15400000	C
4	15400001	15500000	C
4	15500001	15600000	C
4	15800001	15900000	C
4	15900001	16000000	C
4	16000001	16100000	C
4	16100001	16200000	C
4	16200001	16300000	C
4	16300001	16400000	C
4	16400001	16500000	C
4	16500001	16600000	C
4	16600001	16700000	C
4	16700001	16800000	C
4	16800001	16900000	C
4	16900001	17000000	C
4	17000001	17100000	C
4	17100001	17200000	C
4	17200001	17300000	C
4	17300001	17400000	A
4	17400001	17500000	C
4	17500001	17600000	C
4	17600001	17700000	C
4	17700001	17800000	C
4	17800001	17900000	C
4	17900001	18000000	C
4	18000001	18100000	C
4	18100001	18200000	C
4	18200001	18300000	C
4	18300001	18400000	C
4	18400001	18500000	C
4	18500001	18600000	C
4	18600001	18700000	C
4	18700001	18800000	C
4	18800001	18900000	C
4	18900001	19000000	B
4	19000001	19100000	B
4	19100001	19200000	B
4	19200001	19300000	B
4	19300001	19400000	B
4	19400001	19500000	B
4	19500001	19600000	B
4	19600001	19700000	B
4	19700001	19800000	B
4	19800001	19900000	C
4	19900001	20000000	B
4	20000001	20100000	B
4	20100001	20200000	B
4	20200001	20300000	B
4	20300001	20400000	B
4	20400001	20500000	B
4	20500001	20600000	C
4	20600001	20700000	B
4	20700001	20800000	B
4	20800001	20900000	B
4	20900001	21000000	C
4	21000001	21100000	B
4	21100001	21200000	C
4	21200001	21300000	C
4	21300001	21400000	C
4	21400001	21500000	C
4	21500001	21600000	C
4	21600001	21700000	A
4	21700001	21800000	B
4	21800001	21900000	B
4	21900001	22000000	B
4	22000001	22100000	B
4	22100001	22200000	B
4	22200001	22300000	B
4	22300001	22400000	B
4	22400001	22500000	B
4	22500001	22600000	B
4	22600001	22700000	B
4	22700001	22800000	B
4	22800001	22900000	B
4	22900001	23000000	B
4	23000001	23100000	B
4	23100001	23200000	B
4	23200001	23300000	B
4	23300001	23400000	C
4	23400001	23500000	C
4	23500001	23600000	C
4	23600001	23700000	C
4	23700001	23800000	B
4	23800001	23900000	B
4	23900001	24000000	B
4	24000001	24100000	B
4	24100001	24200000	C
4	24200001	24300000	C
4	24300001	24400000	A
4	24400001	24500000	A
4	24500001	24600000	A
4	24600001	24700000	A
4	24700001	24800000	A
4	24800001	24900000	A
4	24900001	25000000	A
4	25000001	25100000	A
4	25100001	25200000	A
4	25200001	25300000	A
4	25300001	25400000	A
4	25400001	25500000	A
4	25500001	25600000	A
4	25600001	25700000	A
4	25700001	25800000	A
4	25800001	25900000	A
4	25900001	26000000	A
4	26000001	26100000	A
4	26100001	26200000	A
4	26200001	26300000	A
4	26300001	26400000	A
4	26400001	26500000	A
4	26500001	26600000	A
4	26600001	26700000	A
4	26700001	26800000	A
4	26800001	26900000	A
4	26900001	27000000	A
4	27000001	27100000	A
4	27100001	27200000	A
4	27200001	27300000	A
4	27300001	27400000	A
4	27400001	27500000	A
4	27500001	27600000	A
4	27600001	27700000	A
4	27700001	27800000	A
4	27800001	27900000	A
4	27900001	28000000	A
4	28000001	28100000	A
4	28100001	28200000	A
4	28200001	28300000	A
4	28300001	28400000	A
4	28400001	28500000	A
4	28500001	28600000	A
4	28600001	28700000	A
4	28700001	28800000	A
4	28800001	28900000	A
4	28900001	29000000	A
4	29000001	29100000	A
4	29100001	29200000	A
4	29200001	29300000	A
4	29300001	29400000	A
4	29400001	29500000	A
4	29500001	29600000	A
4	29600001	29700000	A
4	29700001	29800000	A
4	29800001	29900000	B
4	29900001	30000000	C
4	30000001	30100000	B
4	30100001	30200000	B
4	30200001	30300000	B
4	30300001	30400000	B
4	30400001	30500000	B
4	30500001	30600000	B
4	30600001	30700000	B
4	30700001	30800000	B
4	30800001	30900000	B
4	30900001	31000000	B
4	31000001	31100000	B
4	31100001	31200000	B
4	31200001	31300000	B
4	31300001	31400000	B
4	31400001	31500000	C
4	31500001	31600000	C
4	31600001	31700000	C
4	31700001	31800000	C
4	31800001	31900000	C
4	31900001	32000000	C
4	32000001	32100000	C
4	32100001	32200000	C
4	32200001	32300000	C
4	32300001	32400000	A
4	32400001	32500000	A
4	32500001	32600000	A
4	32600001	32700000	A
4	32700001	32800000	A
4	32800001	32900000	A
4	32900001	33000000	A
4	33000001	33100000	A
4	33100001	33200000	A
4	33200001	33300000	A
4	33300001	33400000	A
4	33400001	33500000	B
4	33500001	33600000	A
4	33600001	33700000	A
4	33700001	33800000	A
4	33800001	33900000	A
4	33900001	34000000	A
4	34000001	34100000	A
4	34100001	34200000	A
4	34200001	34300000	A
4	34300001	34400000	A
4	34400001	34500000	A
4	34500001	34600000	A
4	34600001	34700000	A
4	34700001	34800000	A
4	34800001	34900000	A
4	34900001	35000000	A
4	35000001	35100000	A
4	35100001	35200000	A
4	35200001	35300000	A
4	35300001	35400000	A
4	35400001	35500000	A
4	35500001	35502234	A
5	1	100000	B
5	100001	200000	B
5	200001	300000	B
5	300001	400000	B
5	400001	500000	B
5	500001	600000	B
5	600001	700000	B
5	700001	800000	B
5	800001	900000	B
5	900001	1000000	B
5	1000001	1100000	B
5	1100001	1200000	B
5	1200001	1300000	B
5	1300001	1400000	A
5	1400001	1500000	B
5	1500001	1600000	B
5	1600001	1700000	A
5	1700001	1800000	B
5	1800001	1900000	A
5	1900001	2000000	A
5	2000001	2100000	A
5	2100001	2200000	A
5	2200001	2300000	B
5	2300001	2400000	C
5	2400001	2500000	C
5	2500001	2600000	C
5	2600001	2700000	C
5	2700001	2800000	C
5	2800001	2900000	C
5	2900001	3000000	C
5	3000001	3100000	C
5	3100001	3200000	C
5	3200001	3300000	C
5	3300001	3400000	C
5	3400001	3500000	C
5	3500001	3600000	C
5	3600001	3700000	A
5	3700001	3800000	C
5	3800001	3900000	C
5	3900001	4000000	C
5	4000001	4100000	C
5	4100001	4200000	C
5	4200001	4300000	C
5	4300001	4400000	C
5	4400001	4500000	C
5	4500001	4600000	C
5	4600001	4700000	A
5	4700001	4800000	A
5	4800001	4900000	B
5	4900001	5000000	C
5	5000001	5100000	C
5	5100001	5200000	B
5	5200001	5300000	B
5	5300001	5400000	A
5	5400001	5500000	A
5	5500001	5600000	A
5	5600001	5700000	C
5	5700001	5800000	A
5	5800001	5900000	A
5	5900001	6000000	A
5	6000001	6100000	C
5	6100001	6200000	C
5	6200001	6300000	C
5	6300001	6400000	C
5	6400001	6500000	C
5	6500001	6600000	C
5	6600001	6700000	B
5	6700001	6800000	B
5	6800001	6900000	B
5	6900001	7000000	B
5	7000001	7100000	C
5	7100001	7200000	C
5	7200001	7300000	C
5	7300001	7400000	B
5	7400001	7500000	B
5	7500001	7600000	B
5	7600001	7700000	B
5	7700001	7800000	B
5	7800001	7900000	C
5	7900001	8000000	C
5	8000001	8100000	A
5	8100001	8200000	B
5	8200001	8300000	A
5	8300001	8400000	A
5	8400001	8500000	C
5	8500001	8600000	A
5	8600001	8700000	A
5	8700001	8800000	A
5	8800001	8900000	C
5	8900001	9000000	C
5	9000001	9100000	C
5	9100001	9200000	C
5	9200001	9300000	C
5	9300001	9400000	C
5	9400001	9500000	C
5	9500001	9600000	C
5	9600001	9700000	C
5	9700001	9800000	C
5	9800001	9900000	C
5	9900001	10000000	C
5	10000001	10100000	C
5	10100001	10200000	C
5	10200001	10300000	C
5	10300001	10400000	C
5	10400001	10500000	C
5	10500001	10600000	C
5	10600001	10700000	C
5	10700001	10800000	C
5	10800001	10900000	C
5	10900001	11000000	C
5	11000001	11100000	B
5	11100001	11200000	C
5	11200001	11300000	C
5	11300001	11400000	C
5	11400001	11500000	C
5	11500001	11600000	B
5	11600001	11700000	B
5	11700001	11800000	C
5	11800001	11900000	C
5	11900001	12000000	C
5	12000001	12100000	C
5	12100001	12200000	B
5	12200001	12300000	B
5	12300001	12400000	C
5	12400001	12500000	B
5	12500001	12600000	C
5	12600001	12700000	C
5	12700001	12800000	C
5	12800001	12900000	C
5	12900001	13000000	C
5	13000001	13100000	C
5	13100001	13200000	B
5	13200001	13300000	B
5	13300001	13400000	B
5	13400001	13500000	B
5	13500001	13600000	B
5	13600001	13700000	B
5	13700001	13800000	B
5	13800001	13900000	B
5	13900001	14000000	B
5	14000001	14100000	B
5	14100001	14200000	B
5	14200001	14300000	B
5	14300001	14400000	B
5	14400001	14500000	B
5	14500001	14600000	B
5	14600001	14700000	B
5	14700001	14800000	B
5	14800001	14900000	B
5	14900001	15000000	B
5	15000001	15100000	B
5	15100001	15200000	B
5	15200001	15300000	B
5	15300001	15400000	B
5	15400001	15500000	B
5	15500001	15600000	B
5	15600001	15700000	B
5	15700001	15800000	B
5	15800001	15900000	B
5	15900001	16000000	B
5	16000001	16100000	B
5	16100001	16200000	B
5	16200001	16300000	B
5	16300001	16400000	B
5	16400001	16500000	B
5	16500001	16600000	C
5	16600001	16700000	C
5	16700001	16800000	B
5	16800001	16900000	B
5	16900001	17000000	C
5	17000001	17100000	B
5	17100001	17200000	B
5	17200001	17300000	B
5	17300001	17400000	B
5	17400001	17500000	B
5	17500001	17600000	A
5	17600001	17700000	B
5	17700001	17800000	B
5	17800001	17900000	A
5	17900001	18000000	B
5	18000001	18100000	B
5	18100001	18200000	B
5	18200001	18300000	B
5	18300001	18400000	B
5	18400001	18500000	C
5	18500001	18600000	C
5	18600001	18700000	C
5	18700001	18800000	C
5	18800001	18900000	C
5	18900001	19000000	C
5	19000001	19100000	C
5	19100001	19200000	C
5	19200001	19300000	C
5	19300001	19400000	C
5	19400001	19500000	C
5	19500001	19600000	C
5	19600001	19700000	C
5	19700001	19800000	C
5	19800001	19900000	C
5	19900001	20000000	C
5	20000001	20100000	C
5	20100001	20200000	A
5	20200001	20300000	B
5	20300001	20400000	B
5	20400001	20500000	B
5	20500001	20600000	C
5	20600001	20700000	B
5	20700001	20800000	A
5	20800001	20900000	A
5	20900001	21000000	C
5	21000001	21100000	A
5	21100001	21200000	A
5	21200001	21300000	A
5	21300001	21400000	A
5	21400001	21500000	A
5	21500001	21600000	C
5	21600001	21700000	C
5	21700001	21800000	C
5	21800001	21900000	A
5	21900001	22000000	C
5	22000001	22100000	C
5	22100001	22200000	C
5	22200001	22300000	C
5	22300001	22400000	B
5	22400001	22500000	B
5	22500001	22600000	A
5	22600001	22700000	A
5	22700001	22800000	B
5	22800001	22900000	A
5	22900001	23000000	A
5	23000001	23100000	B
5	23100001	23200000	B
5	23200001	23300000	A
5	23300001	23400000	A
5	23400001	23500000	B
5	23500001	23600000	C
5	23600001	23700000	C
5	23700001	23800000	A
5	23800001	23900000	A
5	23900001	24000000	B
5	24000001	24100000	B
5	24100001	24200000	B
5	24200001	24300000	A
5	24300001	24400000	B
5	24400001	24500000	B
5	24500001	24600000	B
5	24600001	24700000	B
5	24700001	24800000	B
5	24800001	24900000	B
5	24900001	25000000	B
5	25000001	25100000	B
5	25100001	25200000	B
5	25200001	25300000	B
5	25300001	25400000	B
5	25400001	25500000	B
5	25500001	25600000	B
5	25600001	25700000	B
5	25700001	25800000	B
5	25800001	25900000	B
5	25900001	26000000	C
5	26000001	26100000	C
5	26100001	26200000	C
5	26200001	26300000	C
5	26300001	26400000	C
5	26400001	26500000	C
5	26500001	26600000	C
5	26600001	26700000	B
5	26700001	26800000	B
5	26800001	26900000	C
5	26900001	27000000	C
5	27000001	27100000	B
5	27100001	27200000	C
5	27200001	27300000	B
5	27300001	27400000	C
5	27400001	27500000	C
5	27500001	27600000	C
5	27600001	27700000	C
5	27700001	27800000	C
5	27800001	27900000	C
5	27900001	28000000	C
5	28000001	28100000	C
5	28100001	28200000	C
5	28200001	28300000	A
5	28300001	28400000	C
5	28400001	28500000	C
5	28500001	28600000	A
5	28600001	28700000	A
5	28700001	28800000	A
5	28800001	28900000	A
5	28900001	29000000	A
5	29000001	29100000	A
5	29100001	29200000	A
5	29200001	29300000	C
5	29300001	29400000	C
5	29400001	29500000	C
5	29500001	29600000	C
5	29600001	29700000	C
5	29700001	29800000	C
5	29900001	29929750	C
6	1	100000	C
6	100001	200000	B
6	200001	300000	B
6	300001	400000	B
6	400001	500000	B
6	500001	600000	B
6	600001	700000	B
6	700001	800000	C
6	800001	900000	C
6	900001	1000000	A
6	1000001	1100000	C
6	1100001	1200000	C
6	1200001	1300000	C
6	1300001	1400000	A
6	1400001	1500000	C
6	1500001	1600000	C
6	1600001	1700000	C
6	1700001	1800000	C
6	1800001	1900000	C
6	1900001	2000000	C
6	2000001	2100000	C
6	2100001	2200000	C
6	2200001	2300000	C
6	2300001	2400000	C
6	2400001	2500000	A
6	2500001	2600000	A
6	2600001	2700000	A
6	2700001	2800000	A
6	2800001	2900000	B
6	2900001	3000000	B
6	3000001	3100000	B
6	3100001	3200000	B
6	3200001	3300000	B
6	3300001	3400000	B
6	3400001	3500000	B
6	3500001	3600000	B
6	3600001	3700000	B
6	3700001	3800000	B
6	3800001	3900000	B
6	3900001	4000000	B
6	4000001	4100000	B
6	4100001	4200000	B
6	4200001	4300000	A
6	4300001	4400000	C
6	4400001	4500000	B
6	4500001	4600000	B
6	4600001	4700000	B
6	4700001	4800000	B
6	4800001	4900000	B
6	4900001	5000000	B
6	5000001	5100000	B
6	5100001	5200000	B
6	5200001	5300000	B
6	5300001	5400000	B
6	5400001	5500000	B
6	5500001	5600000	B
6	5600001	5700000	B
6	5700001	5800000	B
6	5800001	5900000	B
6	5900001	6000000	B
6	6000001	6100000	B
6	6100001	6200000	B
6	6200001	6300000	B
6	6300001	6400000	B
6	6400001	6500000	B
6	6500001	6600000	B
6	6600001	6700000	B
6	6700001	6800000	B
6	6800001	6900000	B
6	6900001	7000000	B
6	7000001	7100000	B
6	7100001	7200000	B
6	7200001	7300000	B
6	7300001	7400000	B
6	7400001	7500000	B
6	7500001	7600000	B
6	7600001	7700000	B
6	7700001	7800000	B
6	7800001	7900000	B
6	7900001	8000000	B
6	8000001	8100000	B
6	8100001	8200000	B
6	8200001	8300000	B
6	8300001	8400000	B
6	8400001	8500000	B
6	8500001	8600000	B
6	8600001	8700000	B
6	8700001	8800000	B
6	8800001	8900000	B
6	8900001	9000000	B
6	9000001	9100000	B
6	9100001	9200000	B
6	9200001	9300000	B
6	9300001	9400000	B
6	9400001	9500000	B
6	9500001	9600000	B
6	9600001	9700000	B
6	9700001	9800000	B
6	9800001	9900000	B
6	9900001	10000000	B
6	10000001	10100000	B
6	10100001	10200000	B
6	10200001	10300000	B
6	10300001	10400000	B
6	10400001	10500000	B
6	10500001	10600000	B
6	10600001	10700000	B
6	10700001	10800000	B
6	10800001	10900000	B
6	10900001	11000000	B
6	11000001	11100000	B
6	11100001	11200000	B
6	11200001	11300000	B
6	11300001	11400000	B
6	11400001	11500000	B
6	11500001	11600000	C
6	11600001	11700000	B
6	11700001	11800000	B
6	11800001	11900000	B
6	11900001	12000000	B
6	12000001	12100000	B
6	12100001	12200000	B
6	12200001	12300000	B
6	12300001	12400000	B
6	12400001	12500000	B
6	12500001	12600000	B
6	12600001	12700000	B
6	12700001	12800000	B
6	12800001	12900000	B
6	12900001	13000000	B
6	13000001	13100000	B
6	13100001	13200000	B
6	13200001	13300000	B
6	13300001	13400000	B
6	13400001	13500000	B
6	13500001	13600000	B
6	13600001	13700000	B
6	13700001	13800000	B
6	13800001	13900000	B
6	13900001	14000000	B
6	14000001	14100000	B
6	14100001	14200000	B
6	14200001	14300000	B
6	14300001	14400000	B
6	14400001	14500000	B
6	14500001	14600000	B
6	14600001	14700000	A
6	14700001	14800000	B
6	14800001	14900000	B
6	14900001	15000000	B
6	15000001	15100000	B
6	15100001	15200000	B
6	15200001	15300000	C
6	15300001	15400000	B
6	15400001	15500000	B
6	15500001	15600000	B
6	15600001	15700000	B
6	15700001	15800000	B
6	15800001	15900000	B
6	15900001	16000000	B
6	16000001	16100000	B
6	16100001	16200000	B
6	16200001	16300000	B
6	16300001	16400000	B
6	16400001	16500000	B
6	16500001	16600000	B
6	16600001	16700000	B
6	16700001	16800000	B
6	16800001	16900000	B
6	16900001	17000000	B
6	17000001	17100000	B
6	17100001	17200000	B
6	17200001	17300000	B
6	17300001	17400000	B
6	17400001	17500000	B
6	17500001	17600000	B
6	17600001	17700000	B
6	17700001	17800000	B
6	17800001	17900000	B
6	17900001	18000000	B
6	18000001	18100000	B
6	18100001	18200000	B
6	18200001	18300000	B
6	18500001	18600000	B
6	18600001	18700000	B
6	18700001	18800000	B
6	18800001	18900000	B
6	18900001	19000000	B
6	19000001	19100000	B
6	19100001	19200000	B
6	19200001	19300000	B
6	19300001	19400000	B
6	19400001	19500000	B
6	19500001	19600000	B
6	19600001	19700000	B
6	19700001	19800000	B
6	19800001	19900000	B
6	19900001	20000000	A
6	20000001	20100000	B
6	20100001	20200000	B
6	20200001	20300000	B
6	20300001	20400000	B
6	20400001	20500000	B
6	20500001	20600000	B
6	20600001	20700000	B
6	20700001	20800000	B
6	20800001	20900000	B
6	20900001	21000000	B
6	21000001	21100000	B
6	21100001	21200000	B
6	21200001	21300000	B
6	21300001	21400000	B
6	21400001	21500000	B
6	21500001	21600000	B
6	21600001	21700000	C
6	21700001	21800000	B
6	21800001	21900000	B
6	21900001	22000000	B
6	22000001	22100000	B
6	22100001	22200000	B
6	22200001	22300000	B
6	22300001	22400000	B
6	22400001	22500000	B
6	22500001	22600000	B
6	22600001	22700000	B
6	22700001	22800000	B
6	22800001	22900000	B
6	22900001	23000000	B
6	23000001	23100000	B
6	23100001	23200000	B
6	23200001	23300000	B
6	23300001	23400000	B
6	23400001	23500000	B
6	23500001	23600000	B
6	23600001	23700000	B
6	23700001	23800000	B
6	23800001	23900000	B
6	23900001	24000000	B
6	24000001	24100000	B
6	24100001	24200000	B
6	24200001	24300000	B
6	24300001	24400000	B
6	24400001	24500000	B
6	24500001	24600000	B
6	24600001	24700000	B
6	24700001	24800000	B
6	24800001	24900000	B
6	24900001	25000000	C
6	25000001	25100000	B
6	25100001	25200000	C
6	25200001	25300000	C
6	25300001	25400000	A
6	25400001	25500000	A
6	25500001	25600000	A
6	25600001	25700000	B
6	25700001	25800000	C
6	25800001	25900000	A
6	25900001	26000000	A
6	26000001	26100000	A
6	26100001	26200000	A
6	26200001	26300000	A
6	26300001	26400000	A
6	26400001	26500000	A
6	26500001	26600000	A
6	26600001	26700000	A
6	26700001	26800000	A
6	26800001	26900000	A
6	26900001	27000000	A
6	27000001	27100000	A
6	27100001	27200000	A
6	27200001	27300000	A
6	27300001	27400000	A
6	27400001	27500000	A
6	27500001	27600000	A
6	27600001	27700000	A
6	27700001	27800000	A
6	27800001	27900000	A
6	27900001	28000000	A
6	28000001	28100000	A
6	28100001	28200000	A
6	28200001	28300000	A
6	28300001	28400000	A
6	28400001	28500000	A
6	28500001	28600000	A
6	28600001	28700000	A
6	28700001	28800000	A
6	28800001	28900000	A
6	28900001	29000000	A
6	29000001	29100000	A
6	29100001	29200000	A
6	29200001	29300000	A
6	29300001	29400000	A
6	29400001	29500000	A
6	29500001	29600000	A
6	29600001	29700000	A
6	29700001	29800000	A
6	29800001	29900000	A
6	29900001	30000000	A
6	30000001	30100000	A
6	30100001	30200000	A
6	30200001	30300000	B
6	30300001	30400000	A
6	30400001	30500000	A
6	30500001	30600000	A
6	30700001	30800000	A
6	30800001	30900000	A
6	30900001	31000000	C
6	31000001	31100000	A
6	31100001	31200000	C
6	31200001	31206576	A
7	1	100000	B
7	100001	200000	B
7	200001	300000	B
7	300001	400000	B
7	400001	500000	B
7	500001	600000	B
7	600001	700000	B
7	700001	800000	B
7	800001	900000	B
7	900001	1000000	B
7	1000001	1100000	B
7	1100001	1200000	B
7	1200001	1300000	B
7	1300001	1400000	B
7	1400001	1500000	B
7	1500001	1600000	B
7	1600001	1700000	B
7	1700001	1800000	B
7	1800001	1900000	B
7	1900001	2000000	B
7	2000001	2100000	B
7	2100001	2200000	B
7	2200001	2300000	B
7	2300001	2400000	B
7	2400001	2500000	B
7	2500001	2600000	B
7	2600001	2700000	B
7	2700001	2800000	B
7	2800001	2900000	C
7	2900001	3000000	B
7	3000001	3100000	B
7	3100001	3200000	B
7	3200001	3300000	B
7	3300001	3400000	B
7	3400001	3500000	B
7	3500001	3600000	B
7	3600001	3700000	B
7	3700001	3800000	C
7	3800001	3900000	B
7	3900001	4000000	B
7	4000001	4100000	C
7	4100001	4200000	B
7	4200001	4300000	B
7	4300001	4400000	B
7	4400001	4500000	B
7	4500001	4600000	B
7	4600001	4700000	B
7	4700001	4800000	B
7	4800001	4900000	B
7	4900001	5000000	B
7	5000001	5100000	B
7	5100001	5200000	B
7	5200001	5300000	B
7	5300001	5400000	B
7	5400001	5500000	B
7	5500001	5600000	B
7	5600001	5700000	C
7	5700001	5800000	C
7	5800001	5900000	C
7	5900001	6000000	C
7	6000001	6100000	C
7	6100001	6200000	C
7	6200001	6300000	C
7	6300001	6400000	C
7	6400001	6500000	C
7	6600001	6700000	C
7	6700001	6800000	B
7	6800001	6900000	B
7	6900001	7000000	B
7	7000001	7100000	B
7	7100001	7200000	B
7	7200001	7300000	B
7	7300001	7400000	B
7	7400001	7500000	B
7	7500001	7600000	B
7	7600001	7700000	B
7	7700001	7800000	B
7	7800001	7900000	B
7	7900001	8000000	B
7	8000001	8100000	B
7	8100001	8200000	B
7	8200001	8300000	B
7	8300001	8400000	B
7	8400001	8500000	B
7	8500001	8600000	B
7	8600001	8700000	B
7	8700001	8800000	B
7	8800001	8900000	B
7	8900001	9000000	B
7	9000001	9100000	B
7	9100001	9200000	B
7	9200001	9300000	B
7	9300001	9400000	B
7	9400001	9500000	B
7	9500001	9600000	B
7	9600001	9700000	B
7	9700001	9800000	B
7	9800001	9900000	B
7	9900001	10000000	B
7	10000001	10100000	B
7	10100001	10200000	B
7	10200001	10300000	B
7	10300001	10400000	B
7	10400001	10500000	B
7	10500001	10600000	B
7	10600001	10700000	B
7	10700001	10800000	B
7	10800001	10900000	B
7	10900001	11000000	B
7	11000001	11100000	B
7	11100001	11200000	B
7	11200001	11300000	B
7	11300001	11400000	B
7	11400001	11500000	B
7	11500001	11600000	B
7	11600001	11700000	B
7	11700001	11800000	B
7	11800001	11900000	B
7	11900001	12000000	B
7	12100001	12200000	B
7	12200001	12300000	B
7	12300001	12400000	B
7	12400001	12500000	B
7	12500001	12600000	B
7	12600001	12700000	B
7	12700001	12800000	B
7	12800001	12900000	B
7	12900001	13000000	B
7	13000001	13100000	B
7	13100001	13200000	B
7	13200001	13300000	B
7	13300001	13400000	B
7	13400001	13500000	B
7	13500001	13600000	B
7	13600001	13700000	B
7	13700001	13800000	B
7	13800001	13900000	B
7	14300001	14400000	A
7	14400001	14500000	B
7	14500001	14600000	B
7	14600001	14700000	B
7	14700001	14800000	B
7	14800001	14900000	B
7	14900001	15000000	B
7	15000001	15100000	B
7	15100001	15200000	B
7	15200001	15300000	B
7	15300001	15400000	B
7	15400001	15500000	B
7	15500001	15600000	B
7	15600001	15700000	B
7	15700001	15800000	B
7	15800001	15900000	B
7	15900001	16000000	B
7	16000001	16100000	B
7	16100001	16200000	B
7	16200001	16300000	B
7	16300001	16400000	B
7	16400001	16500000	B
7	16500001	16600000	B
7	16600001	16700000	B
7	16700001	16800000	B
7	16800001	16900000	B
7	16900001	17000000	B
7	17000001	17100000	B
7	17100001	17200000	B
7	17200001	17300000	B
7	17300001	17400000	B
7	17400001	17500000	B
7	17500001	17600000	B
7	17600001	17700000	B
7	17700001	17800000	B
7	17800001	17900000	B
7	17900001	18000000	B
7	18000001	18100000	B
7	18100001	18200000	B
7	18200001	18300000	B
7	18300001	18400000	B
7	18400001	18500000	B
7	18500001	18600000	B
7	18600001	18700000	B
7	18700001	18800000	B
7	18800001	18900000	B
7	18900001	19000000	B
7	19000001	19100000	B
7	19100001	19200000	B
7	19200001	19300000	B
7	19300001	19400000	B
7	19400001	19500000	B
7	19500001	19600000	B
7	19600001	19700000	B
7	19700001	19800000	B
7	19800001	19900000	B
7	19900001	20000000	B
7	20000001	20100000	B
7	20100001	20200000	B
7	20200001	20300000	B
7	20300001	20400000	B
7	20400001	20500000	B
7	20500001	20600000	B
7	20600001	20700000	B
7	20700001	20800000	A
7	20800001	20900000	A
7	20900001	21000000	B
7	21000001	21100000	B
7	21100001	21200000	B
7	21200001	21300000	B
7	21300001	21400000	B
7	21400001	21500000	B
7	21500001	21600000	B
7	21600001	21700000	B
7	21700001	21800000	B
7	21800001	21900000	B
7	21900001	22000000	B
7	22000001	22100000	B
7	22100001	22200000	B
7	22200001	22300000	B
7	22300001	22400000	B
7	22400001	22500000	B
7	22500001	22600000	B
7	22600001	22700000	B
7	22700001	22800000	B
7	22800001	22900000	B
7	22900001	23000000	B
7	23000001	23100000	B
7	23100001	23200000	B
7	23200001	23300000	B
7	23300001	23400000	B
