chr	start	stop	val1	val2	val3	val4	val5	val6
7	13462778	13495066	a	d	a	c	c	e
7	13495067	13670825	a	d	a	d	e	c
7	13670826	14452236	b	d	a	b	a	c
7	14452237	14641353	d	d	b	c	b	d
7	14641354	15088447	a	b	c	d	a	b
7	15088448	15356274	c	d	c	d	d	d
7	15356275	15377583	c	a	a	c	e	e
7	15377584	15603580	a	a	a	b	a	e
7	15603581	15864389	d	e	b	c	a	d
7	15864390	16190531	c	e	a	d	c	e
7	16190532	16824306	a	a	b	d	b	b
7	16824307	17098777	a	e	b	c	a	c
7	17098778	17103649	a	d	c	b	e	c
7	17103650	17239189	c	d	a	d	d	c
7	17239190	17445198	d	e	a	c	d	c
7	17445199	17641442	a	d	a	c	e	b
7	17641443	17719464	d	c	b	c	c	d
7	17719465	18078894	b	d	a	d	a	e
7	18078895	18501106	b	d	b	b	c	b
7	18501107	18809171	a	a	c	d	e	e
7	18809172	19069832	a	c	a	d	e	d
7	19069833	19213329	d	a	c	b	c	d
7	19213330	19299691	d	d	a	c	d	d
7	19299692	19500350	a	e	a	c	b	d
7	19500351	19944508	c	a	b	c	c	b
7	19944509	20038710	d	a	a	b	e	d
7	20038711	20098892	d	d	a	c	c	e
7	20098893	20472848	d	c	c	d	d	d
7	20472849	21586070	d	d	a	c	d	b
7	21586071	21916755	b	b	b	b	e	d
7	21916756	22266102	a	e	c	b	c	e
7	22266103	22417329	c	c	a	d	e	b
7	22417330	22750020	b	a	a	b	e	e
7	22750021	22772715	d	b	b	d	d	e
7	22772716	22852695	a	d	c	d	b	e
7	22852696	23159332	c	b	b	d	e	c
7	23159333	23189806	b	c	a	c	a	b
7	23189807	23227105	c	e	c	b	a	b
7	23227106	23351255	c	d	b	c	b	b
7	23351256	23352235	b	d	c	c	a	b
7	23352236	23779142	c	a	c	b	b	c
7	23779143	23851185	a	b	c	d	a	b
7	23851186	23929948	a	b	b	c	e	c
7	23929949	23958593	b	d	c	c	d	d
7	23958594	24242199	b	c	c	d	e	e
7	24242200	24355397	a	b	b	b	b	c
7	24355398	24409986	d	a	b	d	a	d
7	24409987	24576403	b	d	c	c	c	d
7	24576404	24821213	d	e	c	c	c	d
7	24821214	25958240	b	d	c	c	d	e
7	25958241	27172339	a	a	c	b	a	b
7	27172340	27763598	d	c	b	b	c	c
7	27763599	27803497	b	c	c	d	e	c
7	27803498	28065982	b	b	a	b	e	c
7	28065983	28151453	d	c	a	c	c	d
7	28151454	28297388	b	c	a	c	b	b
7	28297389	28402851	b	a	c	c	e	c
7	28402852	28415585	d	c	a	d	a	e
7	28415586	28538164	b	e	a	c	d	e
7	28538165	28743693	c	c	a	b	d	d
7	28743694	28911978	a	a	c	d	d	e
7	28911979	29225587	c	b	c	d	a	e
7	29225588	29322793	c	b	b	b	c	e
7	29322794	29696629	a	d	b	b	b	d
8	0	792992	d	b	c	b	a	d
8	792993	1055251	d	d	a	d	c	c
8	1055252	1824442	b	e	b	c	d	c
8	1824443	2194914	a	a	b	c	d	b
8	2194915	2472323	a	b	a	b	a	e
8	2472324	2533237	d	e	a	d	a	b
8	2533238	2564774	c	c	c	b	d	e
8	2564775	2580156	a	a	b	d	b	c
8	2580157	2750765	a	e	b	c	b	d
8	2750766	2780615	d	b	c	c	d	e
8	2780616	3117831	b	a	a	d	e	b
8	3117832	3543086	c	a	c	d	e	e
8	3543087	3554991	a	c	c	b	d	c
8	3554992	3850345	d	a	b	c	b	c
8	3850346	4051250	b	d	a	c	d	d
8	4051251	4101769	b	a	c	c	b	c
8	4101770	4163546	c	e	b	b	b	d
8	4163547	4718678	c	c	c	d	c	e
8	4718679	4896719	b	a	b	d	a	b
8	4896720	5211549	c	c	b	d	a	b
8	5211550	6418486	a	a	c	c	a	e
8	6418487	6541809	a	c	b	d	e	b
8	6541810	6610031	b	d	c	b	c	b
8	6610032	6780671	c	d	b	d	c	e
8	6780672	6927424	d	e	a	c	d	d
8	6927425	7048451	a	e	b	b	a	d
8	7048452	7429242	a	c	c	b	e	e
8	7429243	7621320	a	c	b	d	b	c
8	7621321	7745827	c	a	a	c	e	c
8	7745828	7901326	a	e	b	b	c	d
8	7901327	8035992	a	e	c	b	d	c
8	8035993	8104691	c	c	c	c	c	e
8	8104692	9280735	b	b	c	d	b	d
8	9280736	9323075	a	d	c	b	e	b
8	9323076	9392887	c	a	b	b	a	c
8	9392888	9610174	d	b	c	c	b	b
8	9610175	9801208	c	c	b	b	c	b
8	9801209	10366899	b	a	c	d	a	b
8	10366900	10825377	a	b	a	d	a	e
8	10825378	11019457	b	e	c	d	d	d
8	11019458	11372814	b	d	b	c	c	e
8	11372815	11732958	a	c	b	b	b	d
8	11732959	12395836	b	b	c	c	a	e
8	12395837	12704921	d	c	b	c	b	b
8	12704922	12742964	a	c	c	b	b	b
8	12742965	12949977	a	c	b	c	a	d
8	12949978	13065036	a	c	b	c	a	e
8	13065037	13196146	b	e	a	c	e	c
8	13196147	13388198	c	a	c	c	c	d
8	13388199	13678097	a	c	b	d	a	d
8	13678098	14323345	b	a	a	b	a	d
8	14323346	14327980	b	e	c	b	d	e
8	14327981	14446762	a	e	c	c	e	e
8	14446763	14722050	b	c	b	d	c	c
8	14722051	14996377	a	e	c	b	a	c
8	14996378	15283867	b	d	c	b	a	d
8	15283868	15486430	a	c	a	b	c	e
8	15486431	15701572	d	c	c	b	e	c
8	15701573	16100998	b	e	c	c	e	b
8	16100999	16415982	c	a	b	c	e	b
8	16415983	16497500	d	d	c	c	c	d
8	16497501	16723683	d	c	b	c	e	e
8	16723684	16785812	a	e	a	d	a	b
8	16785813	17046050	c	b	b	d	b	e
8	17046051	17208463	c	c	a	d	e	d
8	17208464	18074774	d	a	a	b	c	c
8	18074775	18126803	c	b	a	d	e	b
8	18126804	18358116	c	c	c	d	d	c
8	18358117	18749026	d	e	a	d	d	d
8	18749027	18830880	a	d	c	c	b	c
8	18830881	18881418	b	c	b	b	a	b
8	18881419	19087635	d	c	c	c	b	d
8	19087636	20255956	a	e	a	c	c	b
8	20255957	20438725	d	c	b	c	e	e
8	20438726	20503692	a	e	a	d	b	d
8	20503693	21184669	b	d	c	d	b	b
8	21184670	21331070	d	b	a	c	a	e
8	21331071	21390384	d	c	a	d	e	e
8	21390385	22269190	b	d	c	b	b	c
8	22269191	22325900	c	c	a	d	e	c
8	22325901	22695971	a	b	b	b	c	c
8	22695972	22771151	a	a	a	c	c	c
8	22771152	23171160	b	b	c	d	c	b
8	23171161	24238458	b	d	c	d	c	b
8	24238459	24476283	b	b	b	d	d	e
8	24476284	24871391	c	b	a	c	b	b
8	24871392	25546256	c	a	b	d	e	e
8	25546257	25631884	b	c	a	d	e	e
8	25631885	26310511	c	d	c	b	b	b
8	26310512	26374625	c	e	c	b	a	b
8	26374626	26540354	d	c	c	c	b	d
8	26540355	26620990	b	a	a	c	d	b
8	26620991	27243753	c	d	a	c	e	e
8	27243754	27442499	a	e	a	b	c	d
8	27442500	27459084	b	c	c	d	e	b
8	27459085	27622261	a	c	b	d	e	e
8	27622262	27753522	c	d	b	d	b	c
8	27753523	27896366	b	d	a	c	d	c
8	27896367	28197225	b	e	b	d	e	e
8	28197226	28439308	a	c	b	d	b	e
9	0	442236	a	a	c	d	e	e
9	442237	457258	c	d	b	b	c	c
9	457259	531431	c	d	b	d	b	e
9	531432	637199	d	c	b	b	e	b
9	637200	772954	b	d	c	d	d	e
9	772955	1442140	a	c	c	b	c	e
9	1442141	1880815	c	a	b	b	c	d
9	1880816	1971566	b	c	b	c	c	b
9	1971567	2198811	b	a	c	c	e	d
9	2198812	2234683	b	b	a	c	c	d
9	2234684	2836555	c	a	b	d	d	c
9	2836556	3068120	d	e	c	b	a	c
9	3068121	3222248	b	b	c	b	d	c
9	3222249	3276536	c	b	b	d	a	d
9	3276537	3525608	d	d	c	b	a	d
9	3525609	3844711	a	c	c	c	b	e
9	3844712	4363368	b	b	b	b	c	b
9	4363369	4650247	d	a	b	c	a	d
9	4650248	5241315	a	b	a	c	b	c
9	5241316	5254235	c	a	b	d	c	c
9	5254236	5272395	b	b	b	d	c	e
9	5272396	5688731	a	b	b	d	c	e
9	5688732	5695692	b	c	c	d	e	c
9	5695693	6272997	c	c	a	d	b	e
9	6272998	6278297	c	e	b	d	e	b
9	6278298	6309223	a	c	b	d	c	e
9	6309224	6558583	a	a	a	d	b	e
9	6558584	6617012	d	a	b	b	b	e
9	6617013	6649291	a	d	c	d	d	d
9	6649292	7002014	a	d	a	b	b	c
9	7002015	7178753	b	b	b	c	a	c
9	7178754	7205030	c	b	a	c	a	d
9	7205031	7433204	b	c	a	b	c	e
9	7433205	7671188	b	a	a	b	b	d
9	7671189	7687408	c	d	c	b	e	d
9	7687409	7721119	d	a	a	b	c	d
9	7721120	8411982	d	b	b	c	b	e
9	8411983	8656731	a	a	b	c	c	e
9	8656732	8836583	b	d	b	c	b	d
9	8836584	9083478	d	c	c	d	a	d
9	9083479	9163448	b	a	a	c	d	c
9	9163449	9424934	c	e	c	c	e	b
9	9424935	9554264	d	c	b	b	c	e
9	9554265	9621980	d	c	a	b	d	b
9	9621981	9697217	b	d	c	c	c	b
9	9697218	9882173	b	c	a	b	c	b
9	9882174	10018535	d	a	a	d	d	b
9	10018536	10108079	c	a	c	b	d	c
9	10108080	10239321	a	c	c	d	d	d
9	10239322	10455829	a	b	a	b	c	c
9	10455830	10583400	d	d	c	d	a	b
9	10583401	10783067	a	c	c	d	e	d
9	10783068	11015446	b	c	a	d	a	c
9	11015447	11405404	d	b	b	b	a	d
9	11405405	11874790	b	d	c	b	e	b
9	11874791	11876428	c	a	c	d	e	b
9	11876429	12051486	a	b	b	d	d	d
9	12051487	12224535	b	d	c	b	d	d
9	12224536	12244818	a	b	c	b	a	c
9	12244819	12845503	d	d	b	d	c	c
9	12845504	13918719	d	a	b	b	e	c
9	13918720	14444250	b	b	b	b	a	b
9	14444251	14835743	d	b	c	b	e	e
9	14835744	15184684	c	b	b	c	a	d
9	15184685	15309817	b	a	c	b	a	c
9	15309818	15378910	d	b	c	b	a	d
9	15378911	15419817	d	e	a	b	b	e
9	15419818	15766063	b	a	b	b	a	c
9	15766064	15957782	d	c	b	c	b	e
9	15957783	16126922	a	a	a	b	d	d
9	16126923	16344370	c	a	a	c	d	e
9	16344371	16396599	a	d	b	c	c	b
9	16396600	16491376	c	d	b	b	a	e
9	16491377	16549358	d	d	b	b	d	c
9	16549359	16556875	a	a	c	c	d	d
9	16556876	16647291	b	e	b	c	b	d
9	16647292	16805125	b	d	c	c	a	b
9	16805126	17026699	a	d	a	c	b	c
9	17026700	17052794	b	e	b	c	d	b
9	17052795	17823539	b	c	b	c	d	e
9	17823540	18160327	c	d	b	c	b	b
9	18160328	18374399	b	e	c	d	a	e
9	18374400	18398951	a	c	c	b	a	c
9	18398952	18472980	d	e	b	c	a	c
9	18472981	18842607	c	d	a	b	a	b
9	18842608	19026543	b	e	c	d	a	e
9	19026544	19074032	a	b	a	b	c	b
9	19074033	19137372	b	a	b	c	c	e
9	19137373	19446338	d	b	c	b	e	c
9	19446339	19923369	c	c	c	b	b	b
9	19923370	20388938	b	a	b	b	c	c
9	20388939	20584879	a	b	a	b	d	c
9	20584880	20683138	c	c	b	b	a	d
9	20683139	20863629	d	d	c	c	c	c
9	20863630	20934835	d	d	a	c	b	e
9	20934836	21002363	b	d	b	c	d	d
9	21002364	21338316	c	a	c	d	a	c
9	21338317	22120974	a	d	a	d	d	d
9	22120975	22726373	a	d	c	d	b	c
9	22726374	23011239	a	b	a	b	e	d
10	0	190602	a	a	b	d	e	d
10	190603	591204	d	c	a	c	e	c
10	591205	1015985	a	e	a	d	b	b
10	1015986	1079584	d	c	c	d	b	d
10	1079585	1350683	b	b	a	d	e	e
10	1350684	1499606	d	c	a	c	c	e
10	1499607	1866669	c	d	c	c	e	d
10	1866670	1990906	d	c	c	b	b	b
10	1990907	2009491	d	c	a	c	d	b
10	2009492	2338490	a	b	a	c	b	b
10	2338491	2645763	d	b	a	d	d	c
10	2645764	2913289	b	e	c	b	a	c
10	2913290	2951903	c	d	b	d	d	e
10	2951904	3059477	d	e	c	d	e	c
10	3059478	3359406	d	c	c	d	a	c
10	3359407	3621457	d	e	b	b	e	e
10	3621458	3953593	d	d	a	d	a	d
10	3953594	3977501	a	e	c	b	d	d
10	3977502	4346264	d	c	c	d	c	d
10	4346265	4473277	d	a	b	c	a	c
10	4473278	4538760	b	e	b	c	a	c
10	4538761	4990377	c	a	b	b	a	e
10	4990378	5447168	b	b	b	c	d	c
10	5447169	5875734	a	e	c	c	c	c
10	5875735	6089097	c	c	a	c	b	c
10	6089098	6424291	b	d	b	b	e	e
10	6424292	6507816	b	b	a	b	b	d
10	6507817	6567308	d	e	a	d	d	d
10	6567309	6571649	b	c	a	d	a	e
10	6571650	6775135	d	c	c	d	c	e
10	6775136	7111760	b	a	c	c	b	d
10	7111761	7276827	d	e	c	c	b	c
10	7276828	7486697	d	d	a	c	b	b
10	7486698	7593080	b	c	c	b	a	b
10	7593081	7727575	d	b	a	b	a	b
10	7727576	7730585	a	d	b	c	d	c
10	7730586	8622958	c	c	c	b	b	b
10	8622959	8790509	b	b	a	c	b	e
10	8790510	9137068	b	e	b	d	c	e
10	9137069	9420169	d	e	a	d	b	c
10	9420170	9566951	b	e	a	d	c	c
10	9566952	9582203	c	b	a	c	b	e
10	9582204	9821168	c	b	b	d	d	b
10	9821169	10455287	a	e	a	b	b	d
10	10455288	10579696	a	b	c	b	a	d
10	10579697	10632964	d	a	c	b	c	d
10	10632965	10828560	c	d	a	b	a	c
10	10828561	10941569	a	d	c	d	c	c
10	10941570	11029035	d	c	c	d	c	e
10	11029036	11123116	d	c	b	c	c	e
10	11123117	11137072	a	d	c	d	c	d
10	11137073	11578192	b	c	c	c	b	e
10	11578193	11587140	c	a	b	c	a	c
10	11587141	11946832	b	e	b	c	b	b
10	11946833	12259007	b	c	c	b	b	d
10	12259008	12467479	d	c	c	d	b	b
10	12467480	12533848	b	c	b	d	a	b
10	12533849	12557263	c	e	b	d	c	c
10	12557264	13142926	a	a	a	b	e	e
10	13142927	13376389	a	c	b	c	a	b
10	13376390	14074114	b	e	a	d	b	e
10	14074115	14671859	d	e	c	c	d	e
10	14671860	14711977	d	c	c	d	d	b
10	14711978	15069016	d	e	c	b	b	d
10	15069017	15296480	b	c	b	c	e	e
10	15296481	15418310	d	d	c	d	e	b
10	15418311	15424312	c	a	c	c	a	d
10	15424313	15480450	c	e	b	c	d	b
10	15480451	15911619	c	d	b	d	b	c
10	15911620	16186089	c	a	b	c	c	e
10	16186090	16477793	c	b	b	c	d	c
10	16477794	16838889	c	d	c	c	d	e
10	16838890	17066821	b	e	b	b	e	c
10	17066822	17105498	a	b	b	d	b	b
10	17105499	17275447	b	d	c	c	a	c
10	17275448	17559338	b	b	b	b	c	b
10	17559339	17782447	b	a	a	c	b	d
10	17782448	18361007	d	d	a	d	d	e
10	18361008	18377444	b	e	a	d	c	c
10	18377445	19009912	d	c	a	b	d	e
10	19009913	19037050	b	a	b	d	a	c
10	19037051	19128167	b	c	a	d	b	e
10	19128168	19378971	b	c	b	b	c	e
10	19378972	19778760	b	e	b	d	a	e
10	19778761	19816106	a	d	c	d	a	e
10	19816107	19975971	a	e	c	b	b	e
10	19975972	20014028	b	e	a	c	e	b
10	20014029	20440801	b	a	c	d	d	e
10	20440802	20721571	d	c	b	c	e	e
10	20721572	21239998	b	a	a	d	d	e
10	21239999	21606259	b	b	c	c	d	d
10	21606260	21800256	a	b	a	b	a	d
10	21800257	21804522	d	a	a	c	b	e
10	21804523	21954049	d	c	a	d	a	c
10	21954050	22069520	c	b	c	d	e	b
10	22069521	22085032	c	c	c	b	c	b
10	22085033	22159342	a	c	c	c	e	c
10	22159343	22278939	c	d	c	c	a	c
10	22278940	22630798	a	a	a	c	e	b
10	22630799	23134759	b	a	b	b	b	e
11	0	933005	c	a	c	c	b	e
11	933006	1093107	c	d	a	c	b	d
11	1093108	1836678	d	d	b	c	e	c
11	1836679	2065754	b	d	a	b	c	b
11	2065755	2287711	c	c	c	c	b	c
11	2287712	2290626	a	b	a	d	c	e
11	2290627	2358249	d	a	b	b	e	e
11	2358250	2524554	d	a	c	c	d	d
11	2524555	3312387	c	d	a	c	a	b
11	3312388	3453062	d	d	a	d	a	b
11	3453063	3843202	d	c	c	b	e	b
11	3843203	4391023	b	a	a	d	e	e
11	4391024	4428648	d	c	b	b	c	d
11	4428649	5440707	a	e	b	b	a	c
11	5440708	5497197	a	c	c	c	e	d
11	5497198	5585927	a	b	b	b	a	d
11	5585928	5799929	a	e	b	c	c	e
11	5799930	6437942	b	a	b	b	e	e
11	6437943	6505643	d	b	a	b	c	c
11	6505644	7056578	a	d	c	c	c	d
11	7056579	7165931	a	c	b	d	b	d
11	7165932	7298844	c	e	b	d	e	d
11	7298845	7796432	a	a	a	c	d	c
11	7796433	7821031	c	d	b	b	d	d
11	7821032	8024031	d	e	a	c	a	d
11	8024032	8372168	b	b	a	b	c	d
11	8372169	8731181	c	b	c	b	e	e
11	8731182	8914876	a	c	c	c	d	b
11	8914877	9028458	c	c	b	d	d	d
11	9028459	9049115	c	a	b	b	b	b
11	9049116	9318703	b	b	c	c	c	c
11	9318704	9613321	c	d	a	b	a	b
11	9613322	9666942	a	d	c	c	b	d
11	9666943	10203635	a	a	a	d	c	e
11	10203636	10419762	b	d	b	c	a	e
11	10419763	10781171	c	d	b	c	a	c
11	10781172	10902973	c	b	c	c	a	b
11	10902974	11106459	a	c	c	b	d	d
11	11106460	11223970	d	a	c	d	b	b
11	11223971	11624344	a	a	a	d	e	b
11	11624345	12320757	d	e	b	b	e	c
11	12320758	12419058	b	d	b	d	c	c
11	12419059	12637928	a	a	a	c	b	d
11	12637929	14030078	c	b	b	d	b	b
11	14030079	14035050	c	a	a	c	c	d
11	14035051	14430095	a	e	c	c	d	e
11	14430096	15070137	d	c	a	c	d	e
11	15070138	15781025	a	c	b	d	c	b
11	15781026	16188505	d	a	a	c	d	e
11	16188506	16212150	d	a	b	d	a	c
11	16212151	16250733	c	c	a	d	b	e
11	16250734	16850810	d	b	a	b	d	e
11	16850811	16957942	a	c	a	c	d	c
11	16957943	17059145	b	e	a	c	e	e
11	17059146	17192068	d	b	c	d	d	c
11	17192069	17497443	c	b	b	b	d	e
11	17497444	17815547	a	e	b	d	b	d
11	17815548	18126884	d	a	b	b	a	b
11	18126885	18170396	d	e	c	d	c	e
11	18170397	18253625	a	a	c	c	a	b
11	18253626	18306142	a	a	b	d	a	e
11	18306143	18410038	a	b	b	b	e	b
11	18410039	18815075	a	a	c	d	b	d
11	18815076	18986004	c	d	c	d	d	d
11	18986005	19363072	c	e	c	b	e	c
11	19363073	19908430	c	a	c	c	e	c
11	19908431	20613764	c	c	c	c	a	e
11	20613765	20997678	d	c	a	b	b	d
11	20997679	22090936	d	e	a	b	b	c
11	22090937	22103035	c	a	c	b	c	e
11	22103036	22318284	b	e	a	d	a	d
11	22318285	22481100	c	b	b	c	b	d
11	22481101	23268720	b	a	a	d	e	c
11	23268721	23758884	a	c	c	d	c	c
11	23758885	23777079	c	d	b	b	b	d
11	23777080	24088493	a	e	c	b	d	d
11	24088494	24270816	d	b	c	d	b	c
11	24270817	24345428	d	e	c	d	d	d
11	24345429	24372868	d	b	b	c	c	c
11	24372869	24510599	d	b	c	d	e	e
11	24510600	24567696	c	b	b	b	d	e
11	24567697	24799095	a	a	c	b	d	c
11	24799096	24840999	a	c	c	b	e	b
11	24841000	24850630	b	b	b	b	a	e
11	24850631	24884494	b	a	c	b	b	b
11	24884495	25172614	a	e	a	b	e	c
11	25172615	26129025	c	a	b	b	d	b
11	26129026	26173066	d	d	c	d	a	e
11	26173067	26436218	b	e	b	b	d	e
11	26436219	26515532	a	c	a	b	c	c
11	26515533	26583178	a	e	b	b	e	d
11	26583179	26664701	c	d	c	c	e	c
11	26664702	26697625	c	b	a	b	a	c
11	26697626	26738028	d	b	c	b	a	b
11	26738029	27579830	a	e	c	c	c	b
11	27579831	27753408	d	d	b	c	b	d
11	27753409	28038143	d	d	b	c	b	b
11	28038144	28052457	c	a	a	d	d	d
11	28052458	28357285	b	b	c	b	b	e
11	28357286	28512666	d	b	c	b	e	e
12	0	176435	a	a	b	c	d	b
12	176436	421311	c	d	c	c	a	e
12	421312	459012	b	e	a	b	c	c
12	459013	655039	c	b	a	d	a	d
12	655040	695395	a	e	a	b	e	c
12	695396	1054244	a	e	b	c	b	b
12	1054245	1065992	c	b	a	c	b	d
12	1065993	1324629	b	a	b	c	b	b
12	1324630	1630712	a	e	b	b	c	e
12	1630713	1786923	c	d	b	b	d	c
12	1786924	2332697	c	a	b	b	d	b
12	2332698	2354173	b	a	b	d	e	b
12	2354174	2393094	d	b	c	b	b	b
12	2393095	3141307	b	e	a	c	e	b
12	3141308	3862827	c	e	b	d	b	b
12	3862828	4240401	d	e	b	d	d	d
12	4240402	4250488	b	d	b	b	e	e
12	4250489	4280904	a	c	c	c	c	c
12	4280905	4654950	a	d	a	c	d	c
12	4654951	5069407	c	d	c	b	a	e
12	5069408	5327307	a	d	b	c	d	b
12	5327308	5477159	a	c	c	b	d	d
12	5477160	5726304	d	a	a	d	a	b
12	5726305	5888982	b	c	b	c	d	c
12	5888983	6012937	a	d	b	b	b	d
12	6012938	6223536	c	c	c	c	e	e
12	6223537	6224749	a	d	a	c	e	c
12	6224750	6354790	a	c	c	b	d	c
12	6354791	6358936	c	d	a	d	d	b
12	6358937	6423451	d	b	c	d	a	e
12	6423452	6697389	a	b	b	d	d	b
12	6697390	6823411	b	b	a	d	b	d
12	6823412	6824969	c	d	b	b	a	d
12	6824970	8141092	b	e	b	c	a	b
12	8141093	8163485	d	b	c	c	c	c
12	8163486	8171946	b	a	b	d	e	c
12	8171947	8181084	d	b	b	d	a	c
12	8181085	8573281	b	d	c	b	c	d
12	8573282	9274346	c	d	b	c	e	d
12	9274347	9387891	a	b	b	c	a	d
12	9387892	9661226	d	e	a	d	a	e
12	9661227	10294856	d	c	c	b	a	c
12	10294857	10424032	b	a	a	c	c	e
12	10424033	10563845	a	a	c	b	e	d
12	10563846	11199169	a	b	c	c	d	c
12	11199170	11454457	c	c	b	b	c	c
12	11454458	11803457	a	b	c	c	d	c
12	11803458	11927130	d	e	c	b	c	c
12	11927131	12211798	a	b	a	c	c	b
12	12211799	12514650	a	d	a	c	b	e
12	12514651	13738499	a	a	a	c	d	c
12	13738500	13842137	d	b	c	c	a	e
12	13842138	14649042	c	d	c	b	d	b
12	14649043	15223377	d	a	b	c	e	e
12	15223378	15265788	c	a	a	b	b	d
12	15265789	15445362	d	d	c	b	d	e
12	15445363	15903597	d	d	a	b	d	b
12	15903598	15995070	d	c	b	d	b	b
12	15995071	16149065	c	a	c	c	e	e
12	16149066	16307418	a	a	a	b	e	b
12	16307419	16894476	b	d	a	b	e	e
12	16894477	17011467	a	a	a	d	b	c
12	17011468	18060505	c	c	b	d	c	e
12	18060506	18235357	d	e	a	c	d	e
12	18235358	18335107	d	a	b	b	b	d
12	18335108	18863377	d	c	a	b	e	d
12	18863378	18907854	a	b	c	c	a	d
12	18907855	19087230	b	d	c	d	a	c
12	19087231	19111605	d	d	c	d	d	c
12	19111606	19417934	d	c	c	b	c	d
12	19417935	19546390	d	d	a	d	d	e
12	19546391	19843358	d	d	a	c	d	c
12	19843359	19888822	c	d	c	b	c	b
12	19888823	19964739	d	b	c	b	b	d
12	19964740	19981103	d	e	b	b	d	e
12	19981104	19982073	a	e	c	c	d	d
12	19982074	20321060	b	d	c	c	d	c
12	20321061	20354233	a	b	b	c	a	d
12	20354234	20406554	a	d	c	c	d	e
12	20406555	20495876	d	c	b	b	c	c
12	20495877	20571194	c	b	c	c	e	b
12	20571195	20731777	d	e	b	c	c	e
12	20731778	20949338	a	b	c	b	d	e
12	20949339	21300884	b	a	c	d	b	c
12	21300885	21990684	b	d	a	d	a	e
12	21990685	22044409	a	e	c	c	c	c
12	22044410	22526211	a	d	a	c	c	e
12	22526212	22538836	d	c	a	b	c	c
12	22538837	22627197	b	a	c	b	b	e
12	22627198	22877985	c	d	b	c	a	c
12	22877986	23138567	a	d	a	d	b	e
12	23138568	23838852	a	a	b	b	a	c
12	23838853	24650572	b	e	c	d	e	d
12	24650573	25200231	d	e	b	b	e	b
12	25200232	25222996	c	e	c	c	d	d
12	25222997	26502052	c	b	c	b	a	c
12	26502053	26612085	c	b	a	d	c	b
12	26612086	26704428	b	d	b	d	d	d
12	26704429	27023842	c	d	b	c	d	b
12	27023843	27497214	d	e	c	d	d	c
