chr	start	stop	TE	NTE	TR	NR
11	19800001	19900000	1	13	6	21
11	19900001	20000000	6	8	9	18
11	20000001	20100000	6	18	15	14
11	2000001	2100000	1	25	8	37
11	200001	300000	1	18	10	21
11	20100001	20200000	5	15	12	25
11	20200001	20300000	10	7	22	10
11	20300001	20400000	0	15	5	27
11	20400001	20500000	1	17	11	13
11	20500001	20600000	2	16	1	21
11	20600001	20700000	8	6	13	6
11	20700001	20800000	4	20	10	26
11	20800001	20900000	8	7	5	7
11	20900001	21000000	8	5	10	7
11	21000001	21100000	5	13	12	10
11	2100001	2200000	1	16	6	19
11	21100001	21200000	3	11	12	27
11	21200001	21300000	2	20	11	20
11	21300001	21400000	7	4	12	10
11	21400001	21500000	3	14	11	18
11	21500001	21600000	3	10	13	18
11	21600001	21700000	3	10	3	17
11	21700001	21800000	4	16	13	19
11	21800001	21900000	2	12	2	16
11	21900001	22000000	4	11	6	9
11	22000001	22100000	4	14	3	10
11	2200001	2300000	2	21	4	26
11	22100001	22200000	6	12	5	26
11	22200001	22300000	1	8	7	17
11	22300001	22400000	3	12	-9	17
11	22400001	22500000	1	13	12	19
11	22500001	22600000	2	13	8	24
11	22600001	22700000	6	20	12	29
11	22700001	22800000	5	11	11	15
11	22800001	22900000	4	9	10	17
11	22900001	23000000	5	5	2	8
11	23000001	23100000	3	9	15	13
11	2300001	2400000	3	13	-3	6
11	23100001	23200000	1	17	8	21
11	23200001	23300000	0	22	12	25
11	23300001	23400000	6	14	17	16
11	23400001	23500000	4	15	13	30
11	23500001	23600000	2	12	2	24
11	23600001	23700000	3	10	8	12
11	23700001	23800000	7	12	17	22
11	23800001	23900000	4	9	10	15
11	23900001	24000000	0	18	6	30
11	24000001	24100000	5	17	15	14
11	2400001	2500000	0	19	-3	29
11	24100001	24200000	3	14	13	19
11	24200001	24300000	1	19	15	26
11	24300001	24400000	3	7	4	14
11	24400001	24500000	4	8	15	14
11	24500001	24600000	8	6	22	11
11	24600001	24700000	2	10	9	7
11	24700001	24800000	2	10	5	9
11	24800001	24900000	9	10	10	14
11	24900001	25000000	3	15	8	17
11	25000001	25100000	7	3	8	12
11	2500001	2600000	0	19	8	32
11	25100001	25200000	1	15	-1	15
11	25200001	25300000	0	14	9	23
11	25300001	25400000	2	11	1	16
11	25400001	25500000	6	15	21	14
11	25500001	25600000	1	15	6	18
11	25600001	25700000	7	9	5	21
11	25700001	25800000	9	9	24	5
11	25800001	25900000	0	14	4	15
11	25900001	26000000	7	5	4	19
11	26000001	26100000	10	6	16	14
11	2600001	2700000	3	10	1	12
11	26100001	26200000	8	5	18	11
11	26200001	26300000	7	22	5	35
11	26300001	26400000	5	9	19	12
11	26400001	26500000	4	11	0	24
11	26500001	26600000	1	15	8	29
11	26600001	26700000	12	6	20	12
11	26700001	26800000	3	9	12	20
11	26800001	26900000	6	6	16	14
11	26900001	27000000	6	12	0	17
11	27000001	27100000	7	4	5	4
11	2700001	2800000	5	12	3	11
11	27100001	27200000	6	15	15	22
11	27200001	27300000	2	17	6	19
11	27300001	27400000	4	15	12	29
11	27400001	27500000	5	8	-3	7
11	27500001	27600000	14	7	26	11
11	27600001	27700000	7	12	14	7
11	27700001	27800000	6	10	12	11
11	27800001	27900000	4	14	0	17
11	27900001	28000000	4	11	4	22
11	28000001	28100000	5	5	10	5
11	2800001	2900000	1	15	0	15
11	28100001	28200000	4	7	13	15
11	28200001	28300000	7	10	14	6
11	28300001	28400000	2	9	10	17
11	28400001	28500000	4	12	12	21
11	28500001	28512666	0	1	1	1
11	2900001	3000000	2	20	9	29
11	3000001	3100000	4	20	4	25
11	300001	400000	3	21	8	23
11	3100001	3200000	6	14	11	15
11	3200001	3300000	1	15	6	18
11	3300001	3400000	2	17	14	17
11	3400001	3500000	4	16	10	24
11	3500001	3600000	2	19	18	20
11	3600001	3700000	2	16	10	20
11	3700001	3800000	0	20	-1	28
11	3800001	3900000	2	12	8	16
11	3900001	4000000	6	14	16	25
11	4000001	4100000	3	11	10	22
11	400001	500000	4	25	16	35
11	4100001	4200000	2	8	5	15
11	4200001	4300000	6	12	13	19
11	4300001	4400000	2	15	9	28
11	4400001	4500000	3	18	15	20
11	4500001	4600000	6	3	18	13
11	4600001	4700000	9	12	2	10
11	4700001	4800000	3	14	13	6
11	4800001	4900000	1	14	8	13
11	4900001	5000000	4	16	18	23
11	5000001	5100000	5	10	0	10
11	500001	600000	8	17	17	17
11	5100001	5200000	8	18	16	18
11	5200001	5300000	7	12	14	17
11	5300001	5400000	3	13	2	18
11	5400001	5500000	1	10	11	3
11	5500001	5600000	6	11	17	11
11	5600001	5700000	5	10	10	16
11	5700001	5800000	3	14	12	13
11	5800001	5900000	3	11	6	13
11	5900001	6000000	4	9	5	16
11	6000001	6100000	5	13	26	18
11	600001	700000	2	25	7	23
11	6100001	6200000	5	11	4	18
11	6200001	6300000	7	8	14	10
11	6300001	6400000	1	17	6	22
11	6400001	6500000	5	14	11	17
11	6500001	6600000	8	11	14	12
11	6600001	6700000	0	13	1	17
11	6700001	6800000	15	2	22	11
11	6800001	6900000	6	11	5	11
11	6900001	7000000	5	11	7	17
11	7000001	7100000	3	7	0	9
11	700001	800000	2	19	1	18
11	7100001	7200000	9	4	10	1
11	7200001	7300000	7	6	4	2
11	7300001	7400000	3	10	9	17
11	7400001	7500000	1	13	3	21
11	7500001	7600000	5	10	26	17
11	7600001	7700000	2	16	9	21
11	7700001	7800000	2	13	5	23
11	7800001	7900000	3	7	4	6
11	7900001	8000000	2	11	2	14
11	8000001	8100000	4	10	-4	21
11	800001	900000	6	18	8	19
11	8100001	8200000	6	19	9	31
11	8200001	8300000	10	5	21	7
11	8300001	8400000	8	15	15	10
11	8400001	8500000	7	15	11	19
11	8500001	8600000	5	7	5	13
11	8600001	8700000	7	4	28	2
11	8700001	8800000	6	9	18	26
11	8800001	8900000	7	13	10	20
11	8900001	9000000	5	13	6	10
11	9000001	9100000	3	21	9	28
11	900001	1000000	7	11	3	22
11	9100001	9200000	2	15	7	13
11	9200001	9300000	8	8	22	11
11	9300001	9400000	9	6	17	23
11	9400001	9500000	3	12	12	21
11	9500001	9600000	8	2	10	11
11	9600001	9700000	9	9	19	11
11	9700001	9800000	11	10	12	17
11	9800001	9900000	5	6	19	0
11	9900001	10000000	7	5	14	4
12	1	100000	1	19	11	35
12	10000001	10100000	7	12	10	20
12	1000001	1100000	5	14	1	21
12	100001	200000	4	17	8	19
12	10100001	10200000	9	7	22	10
12	10200001	10300000	3	10	13	23
12	10300001	10400000	11	6	18	6
12	10400001	10500000	4	12	-1	15
12	10500001	10600000	12	4	13	12
12	10600001	10700000	8	8	11	32
12	10700001	10800000	4	18	11	25
12	10800001	10900000	1	13	5	15
12	10900001	11000000	6	8	11	8
12	11000001	11100000	6	5	14	7
12	1100001	1200000	3	19	9	17
12	11100001	11200000	13	8	15	11
12	11200001	11300000	2	8	13	21
12	11300001	11400000	5	6	12	12
12	11400001	11500000	14	6	18	14
12	11500001	11600000	14	1	21	4
12	11600001	11700000	19	2	28	8
12	11700001	11800000	8	4	14	13
12	11800001	11900000	7	9	13	7
12	11900001	12000000	5	10	1	13
12	12000001	12100000	3	1	5	10
12	1200001	1300000	4	16	15	22
12	12100001	12200000	13	4	25	-1
12	12200001	12300000	6	12	13	16
12	12300001	12400000	6	15	11	11
12	12400001	12500000	14	3	15	6
12	12500001	12600000	8	3	3	2
12	12600001	12700000	16	3	21	8
12	12700001	12800000	12	4	18	3
12	12800001	12900000	10	11	25	26
12	12900001	13000000	6	6	16	5
12	13000001	13100000	11	4	7	6
12	1300001	1400000	1	22	10	30
12	13100001	13200000	4	12	24	19
12	13200001	13300000	13	5	22	-1
12	13300001	13400000	6	3	10	12
12	13400001	13500000	6	10	14	16
12	13500001	13600000	10	4	21	1
12	13600001	13700000	3	12	4	16
12	13700001	13800000	6	6	0	18
12	13800001	13900000	8	6	11	9
12	13900001	14000000	7	6	14	9
12	14000001	14100000	4	6	10	14
12	1400001	1500000	3	13	15	12
12	14100001	14200000	8	3	12	16
12	14200001	14300000	12	3	21	-2
12	14300001	14400000	13	1	25	-2
12	14400001	14500000	5	10	13	17
12	14500001	14600000	7	4	20	14
12	14600001	14700000	5	5	7	9
12	14700001	14800000	11	5	11	1
12	14800001	14900000	6	13	18	15
12	14900001	15000000	5	7	3	28
12	15000001	15100000	8	4	12	9
12	1500001	1600000	4	22	6	25
12	15100001	15200000	6	9	13	17
12	15200001	15300000	7	3	6	15
12	15300001	15400000	5	10	16	15
12	15400001	15500000	8	6	12	6
12	15500001	15600000	10	1	20	6
12	15600001	15700000	11	4	19	15
12	15700001	15800000	12	7	13	13
12	15800001	15900000	8	9	27	11
12	15900001	16000000	9	6	19	17
12	16000001	16100000	4	7	15	10
12	1600001	1700000	1	18	7	21
12	16100001	16200000	9	7	13	9
12	16200001	16300000	11	1	12	9
12	16300001	16400000	7	10	13	14
12	16400001	16500000	7	7	18	11
12	16500001	16600000	0	13	5	17
12	16600001	16700000	7	4	9	10
12	16700001	16800000	12	4	17	16
12	16800001	16900000	13	3	18	11
12	16900001	17000000	11	5	4	10
12	17000001	17100000	8	8	19	14
12	1700001	1800000	2	28	8	35
12	17100001	17200000	11	1	21	10
12	17200001	17300000	13	3	16	8
12	17300001	17400000	3	7	-7	10
12	17400001	17500000	5	8	9	16
12	17500001	17600000	1	9	3	10
12	17600001	17700000	4	13	10	12
12	17700001	17800000	1	10	2	6
12	17800001	17900000	10	4	19	5
12	17900001	18000000	2	14	5	21
12	18000001	18100000	3	7	5	9
12	1800001	1900000	1	21	3	28
12	18100001	18200000	10	4	13	17
12	18200001	18300000	11	6	14	16
12	18300001	18400000	2	16	-2	22
12	18400001	18500000	9	7	10	16
12	18500001	18600000	4	9	5	12
12	18600001	18700000	8	5	14	17
12	18700001	18800000	7	2	17	10
12	18800001	18900000	8	11	7	21
12	18900001	19000000	5	10	15	9
12	19000001	19100000	7	8	3	16
12	1900001	2000000	3	25	4	38
12	19100001	19200000	0	24	-2	29
12	19200001	19300000	8	3	13	5
12	19300001	19400000	4	8	0	16
12	19400001	19500000	0	16	-2	21
12	19500001	19600000	4	12	11	17
12	19600001	19700000	4	16	11	15
12	19700001	19800000	5	9	7	4
12	19800001	19900000	1	14	3	19
12	19900001	20000000	4	10	19	18
12	20000001	20100000	2	13	11	15
12	2000001	2100000	7	13	17	15
12	200001	300000	1	14	9	23
12	20100001	20200000	11	8	24	10
12	20200001	20300000	17	3	27	15
12	20300001	20400000	18	1	20	5
12	20400001	20500000	6	9	6	12
12	20500001	20600000	5	11	9	17
12	20600001	20700000	2	14	9	19
12	20700001	20800000	9	7	23	21
12	20800001	20900000	2	23	5	30
12	20900001	21000000	6	3	12	5
12	21000001	21100000	8	3	8	10
12	2100001	2200000	6	20	18	18
12	21100001	21200000	3	4	11	19
12	21200001	21300000	2	25	1	28
12	21300001	21400000	9	13	22	15
12	21400001	21500000	5	11	17	19
12	21500001	21600000	9	9	20	10
12	21600001	21700000	4	20	7	29
12	21700001	21800000	4	4	15	8
12	21800001	21900000	6	8	10	16
12	21900001	22000000	5	1	4	-1
12	22000001	22100000	1	8	4	7
12	2200001	2300000	1	13	9	22
12	22100001	22200000	3	12	8	23
12	22200001	22300000	10	11	12	15
12	22300001	22400000	8	5	8	10
12	22400001	22500000	2	13	-1	24
12	22500001	22600000	2	17	5	32
12	22600001	22700000	5	11	12	21
12	22700001	22800000	4	12	9	12
12	22800001	22900000	8	5	8	17
12	22900001	23000000	5	17	12	24
12	23000001	23100000	4	15	15	25
12	2300001	2400000	4	12	15	11
12	23100001	23200000	0	21	5	27
12	23200001	23300000	3	12	9	12
12	23300001	23400000	2	15	3	20
12	23400001	23500000	2	14	7	18
12	23500001	23600000	1	19	9	25
12	23600001	23700000	1	14	15	13
12	23700001	23800000	8	12	13	22
12	23800001	23900000	3	20	4	27
12	23900001	24000000	4	11	10	20
12	24000001	24100000	3	12	-1	20
12	2400001	2500000	1	11	15	13
12	24100001	24200000	3	14	12	9
12	24200001	24300000	0	26	11	34
12	24300001	24400000	2	9	11	12
12	24400001	24500000	5	10	15	10
12	24500001	24600000	7	5	12	13
12	24600001	24700000	6	16	13	23
12	24700001	24800000	5	9	11	18
12	24800001	24900000	0	12	12	18
12	24900001	25000000	2	14	9	18
12	25000001	25100000	1	23	15	23
12	2500001	2600000	4	15	8	15
12	25100001	25200000	9	5	14	11
12	25200001	25300000	2	17	4	11
12	25300001	25400000	5	14	13	24
12	25400001	25500000	2	11	3	10
12	25500001	25600000	2	13	12	20
12	25600001	25700000	1	23	5	15
12	25700001	25800000	0	22	0	23
12	25800001	25900000	4	16	22	21
12	25900001	26000000	3	17	14	20
12	26000001	26100000	1	22	6	34
12	2600001	2700000	1	27	6	32
12	26100001	26200000	1	15	-5	11
12	26200001	26300000	1	9	5	11
12	26300001	26400000	3	18	10	23
12	26400001	26500000	3	12	2	22
12	26500001	26600000	8	13	9	19
12	26600001	26700000	1	24	5	36
12	26700001	26800000	7	10	7	11
12	26800001	26900000	10	6	18	14
12	26900001	27000000	3	15	10	25
12	27000001	27100000	0	15	6	24
12	2700001	2800000	3	12	8	14
12	27100001	27200000	2	13	13	12
12	27200001	27300000	4	20	8	20
12	27300001	27400000	5	19	3	30
12	27400001	27497214	1	25	8	32
12	2800001	2900000	0	11	1	18
12	2900001	3000000	2	13	8	10
12	3000001	3100000	6	12	12	13
12	300001	400000	4	21	9	22
12	3100001	3200000	4	14	2	27
12	3200001	3300000	4	20	14	31
12	3300001	3400000	3	19	11	20
12	3400001	3500000	2	16	16	19
12	3500001	3600000	3	17	2	14
12	3600001	3700000	1	16	7	32
12	3700001	3800000	0	15	4	19
12	3800001	3900000	2	12	6	12
12	3900001	4000000	2	13	7	18
12	4000001	4100000	3	21	14	28
12	400001	500000	3	16	3	20
12	4100001	4200000	3	13	3	13
12	4200001	4300000	11	19	18	29
12	4300001	4400000	15	5	25	15
12	4400001	4500000	1	9	14	15
12	4500001	4600000	1	13	-2	21
12	4600001	4700000	3	6	16	17
12	4700001	4800000	6	13	6	14
12	4800001	4900000	4	13	10	16
12	4900001	5000000	8	11	10	19
12	5000001	5100000	3	13	10	24
12	500001	600000	6	19	1	30
12	5100001	5200000	5	11	10	18
12	5200001	5300000	14	1	26	13
12	5300001	5400000	14	10	17	15
12	5400001	5500000	5	12	8	20
12	5500001	5600000	5	17	13	24
12	5600001	5700000	3	9	15	17
12	5700001	5800000	2	13	10	21
12	5800001	5900000	4	9	13	10
12	5900001	6000000	11	12	12	15
12	6000001	6100000	15	2	17	7
12	600001	700000	1	26	6	31
12	6100001	6200000	10	3	11	1
12	6200001	6300000	7	6	14	13
12	6300001	6400000	11	7	15	19
12	6400001	6500000	5	5	6	4
12	6500001	6600000	3	7	14	8
12	6600001	6700000	10	9	10	17
12	6700001	6800000	9	8	4	16
12	6800001	6900000	14	4	11	10
12	6900001	7000000	6	12	11	17
12	7000001	7100000	8	9	12	15
12	700001	800000	1	18	10	28
12	7100001	7200000	2	11	19	19
12	7200001	7300000	5	9	11	10
12	7300001	7400000	6	17	17	22
12	7400001	7500000	2	12	8	21
12	7500001	7600000	5	10	10	10
12	7600001	7700000	1	13	-2	25
12	7700001	7800000	4	10	5	11
12	7800001	7900000	6	7	17	5
12	7900001	8000000	7	12	16	22
12	8000001	8100000	8	9	24	24
12	800001	900000	4	23	19	34
12	8100001	8200000	7	4	2	15
12	8200001	8300000	10	5	10	7
12	8300001	8400000	4	7	1	7
12	8400001	8500000	7	6	7	20
12	8500001	8600000	14	5	16	10
12	8600001	8700000	13	5	17	7
12	8700001	8800000	6	6	14	12
12	8800001	8900000	5	15	16	17
12	8900001	9000000	14	4	22	12
12	9000001	9100000	17	2	28	-2
12	900001	1000000	3	30	8	30
12	9100001	9200000	10	3	21	9
12	9200001	9300000	4	13	4	17
12	9300001	9400000	7	19	13	31
12	9400001	9500000	9	12	25	24
12	9500001	9600000	6	9	9	17
12	9600001	9700000	11	5	16	11
12	9700001	9800000	15	7	27	9
12	9800001	9900000	9	8	21	10
12	9900001	10000000	8	8	19	18
2	1	100000	2	26	18	34
2	10000001	10100000	5	12	8	12
2	1000001	1100000	0	28	-4	27
2	100001	200000	1	23	8	25
2	10100001	10200000	4	12	10	17
2	10200001	10300000	5	7	4	12
2	10300001	10400000	3	15	11	19
2	10400001	10500000	8	9	12	19
2	10500001	10600000	9	14	14	15
2	10600001	10700000	7	3	3	11
2	10700001	10800000	3	13	5	15
2	10800001	10900000	6	12	16	19
2	10900001	11000000	3	16	9	23
2	11000001	11100000	4	9	10	10
2	1100001	1200000	0	31	10	37
2	11100001	11200000	3	20	-2	21
2	11200001	11300000	7	7	15	15
2	11300001	11400000	5	16	15	23
2	11400001	11500000	5	9	3	10
2	11500001	11600000	5	10	9	5
2	11600001	11700000	3	2	11	4
2	11700001	11800000	4	13	4	22
2	11800001	11900000	8	8	18	10
2	11900001	12000000	6	11	3	22
2	12000001	12100000	3	12	12	21
2	1200001	1300000	2	22	6	27
2	12100001	12200000	8	9	18	11
2	12200001	12300000	6	6	11	14
2	12300001	12400000	4	20	17	24
2	12400001	12500000	1	9	10	11
2	12500001	12600000	7	11	17	21
2	12600001	12700000	1	15	10	15
2	12700001	12800000	3	15	6	23
2	12800001	12900000	4	13	14	6
2	12900001	13000000	7	8	13	17
2	13000001	13100000	4	14	11	12
2	1300001	1400000	2	25	5	24
2	13100001	13200000	4	16	9	27
2	13200001	13300000	7	5	10	23
2	13300001	13400000	11	10	11	12
2	13400001	13500000	15	8	21	14
2	13500001	13600000	9	7	16	12
2	13600001	13700000	0	1	11	6
2	13700001	13800000	10	4	9	14
2	13800001	13900000	5	11	5	13
2	13900001	14000000	10	13	20	17
2	14000001	14100000	6	7	11	4
2	1400001	1500000	3	22	12	27
2	14100001	14200000	9	11	20	21
2	14200001	14300000	6	16	5	28
2	14300001	14400000	9	7	10	11
2	14400001	14500000	15	3	20	7
2	14500001	14600000	8	6	18	7
2	14600001	14700000	8	3	15	13
2	14700001	14800000	12	2	19	6
2	14800001	14900000	9	2	5	3
2	14900001	15000000	6	10	7	17
2	15000001	15100000	8	6	10	21
2	1500001	1600000	1	20	17	24
2	15100001	15200000	5	9	14	17
2	15200001	15300000	8	5	10	7
2	15300001	15400000	6	10	8	8
2	15400001	15500000	7	19	12	24
2	15500001	15600000	6	16	10	23
2	15600001	15700000	3	20	5	28
2	15700001	15800000	9	16	8	20
2	15800001	15900000	4	8	-3	16
2	15900001	16000000	5	11	-1	16
2	16000001	16100000	6	8	21	16
2	1600001	1700000	0	23	8	18
2	16100001	16200000	3	11	1	14
2	16200001	16300000	2	8	11	16
2	16300001	16400000	7	14	8	12
2	16400001	16500000	6	14	11	23
2	16500001	16600000	6	11	11	24
2	16600001	16700000	4	12	6	17
2	16700001	16800000	8	11	14	11
2	16800001	16900000	5	8	7	18
2	16900001	17000000	6	10	15	19
2	17000001	17100000	6	9	23	18
2	1700001	1800000	2	20	5	30
2	17100001	17200000	7	11	10	21
2	17200001	17300000	2	12	0	23
2	17300001	17400000	3	11	7	19
2	17400001	17500000	4	12	5	9
2	17500001	17600000	1	11	-1	28
2	17600001	17700000	13	5	15	9
2	17700001	17800000	13	8	21	21
2	17800001	17900000	8	12	13	30
2	17900001	18000000	1	17	9	24
2	18000001	18100000	6	9	6	9
2	1800001	1900000	8	18	18	20
2	18100001	18200000	10	10	16	12
2	18200001	18300000	1	19	1	16
2	18300001	18400000	3	11	10	11
2	18400001	18500000	2	10	12	27
2	18500001	18600000	5	14	6	28
2	18600001	18700000	4	5	8	15
2	18700001	18800000	4	10	18	10
2	18800001	18900000	2	18	6	15
2	18900001	19000000	3	17	12	20
2	19000001	19100000	8	13	15	18
2	1900001	2000000	4	27	10	31
2	19100001	19200000	3	9	14	17
2	19200001	19300000	3	15	8	21
2	19300001	19400000	0	15	11	22
2	19400001	19500000	0	15	12	24
2	19500001	19600000	4	10	17	15
2	19600001	19700000	0	17	7	20
2	19700001	19800000	7	18	18	17
2	19800001	19900000	4	11	9	20
2	19900001	20000000	5	8	13	19
2	20000001	20100000	1	10	7	20
2	2000001	2100000	3	16	3	32
2	200001	300000	6	11	5	12
2	20100001	20200000	2	17	10	26
2	20200001	20300000	9	1	15	7
2	20300001	20400000	4	4	10	6
2	20400001	20500000	8	7	15	3
2	20500001	20600000	6	8	10	18
2	20600001	20700000	3	8	4	20
2	20700001	20800000	4	15	9	16
2	20800001	20900000	3	15	18	23
2	20900001	21000000	2	14	6	14
2	21000001	21100000	1	19	2	28
2	2100001	2200000	1	20	6	26
2	21100001	21200000	2	15	11	20
2	21200001	21300000	5	7	13	4
2	21300001	21400000	1	13	2	24
2	21400001	21500000	4	26	13	28
2	21500001	21600000	4	16	7	13
2	21600001	21700000	5	6	4	14
2	21700001	21800000	6	7	6	10
2	21800001	21900000	2	7	6	13
2	21900001	22000000	0	23	0	32
2	22000001	22100000	2	22	13	36
2	2200001	2300000	7	10	11	13
2	22100001	22200000	5	20	12	25
2	22200001	22300000	1	14	-5	2
2	22300001	22400000	0	18	11	26
2	22400001	22500000	2	23	1	26
2	22500001	22600000	2	16	9	21
2	22600001	22700000	4	16	6	20
2	22700001	22800000	7	9	6	9
2	22800001	22900000	1	19	4	25
2	22900001	23000000	6	23	10	20
2	23000001	23100000	2	9	13	13
2	2300001	2400000	1	9	7	17
2	23100001	23200000	3	19	8	26
2	23200001	23300000	4	16	2	25
2	23300001	23400000	12	7	6	13
2	23400001	23500000	1	19	0	28
2	23500001	23600000	1	30	9	44
2	23600001	23700000	4	14	9	24
2	23700001	23800000	4	23	12	30
2	23800001	23900000	5	20	10	25
2	23900001	24000000	2	17	1	20
2	24000001	24100000	2	17	11	18
2	2400001	2500000	8	15	15	22
2	24100001	24200000	1	18	8	34
2	24200001	24300000	3	18	8	23
2	24300001	24400000	7	9	23	18
2	24400001	24500000	9	8	15	10
2	24500001	24600000	4	14	5	22
2	24600001	24700000	1	15	8	9
2	24700001	24800000	2	21	-2	30
2	24800001	24900000	2	11	8	17
2	24900001	25000000	2	16	0	16
2	25000001	25100000	6	2	8	12
2	2500001	2600000	6	24	20	32
2	25100001	25200000	4	22	7	28
2	25200001	25300000	5	12	17	19
2	25300001	25400000	2	12	4	23
2	25400001	25500000	0	31	11	33
2	25500001	25600000	3	20	14	22
2	25600001	25700000	0	19	-2	23
2	25700001	25800000	5	10	14	14
2	25800001	25900000	2	13	7	18
2	25900001	26000000	2	16	5	27
2	26000001	26100000	2	15	-1	16
2	2600001	2700000	2	16	12	19
2	26100001	26200000	4	9	2	20
2	26200001	26300000	5	15	13	30
2	26300001	26400000	1	18	5	16
2	26400001	26500000	1	20	5	24
2	26500001	26600000	4	18	10	24
2	26600001	26700000	1	17	5	17
2	26700001	26800000	7	20	8	30
2	26800001	26900000	4	7	-1	-2
2	26900001	27000000	4	17	10	28
2	27000001	27100000	0	24	15	24
2	2700001	2800000	3	18	6	24
2	27100001	27200000	0	23	5	37
2	27200001	27300000	3	12	7	17
2	27300001	27400000	0	20	3	23
2	27400001	27500000	2	10	9	24
2	27500001	27600000	3	8	3	16
2	27600001	27700000	2	18	4	28
2	27700001	27800000	2	16	4	28
2	27800001	27900000	4	8	1	10
2	27900001	28000000	1	15	3	26
2	28000001	28100000	9	7	11	9
2	2800001	2900000	2	17	12	16
2	28100001	28200000	3	12	3	17
2	28200001	28300000	4	27	2	36
2	28300001	28400000	1	12	8	17
2	28400001	28500000	2	8	7	9
2	28500001	28600000	2	24	10	25
2	28600001	28700000	3	17	6	26
2	28700001	28800000	0	18	0	22
2	28800001	28900000	4	16	5	14
2	28900001	29000000	2	23	1	24
2	29000001	29100000	2	18	3	21
2	2900001	3000000	2	13	1	23
2	29100001	29200000	4	13	14	26
2	29200001	29300000	1	16	9	30
2	29300001	29400000	1	14	2	17
2	29400001	29500000	2	16	12	12
2	29500001	29600000	4	20	6	24
2	29600001	29700000	3	17	15	17
2	29700001	29800000	1	22	7	29
2	29800001	29900000	0	26	4	34
2	29900001	30000000	3	16	-1	18
2	30000001	30100000	4	22	7	29
2	3000001	3100000	5	14	9	23
2	300001	400000	9	15	19	16
2	30100001	30200000	5	18	17	23
2	30200001	30300000	2	15	8	16
2	30300001	30400000	0	24	5	23
2	30400001	30500000	3	22	17	29
2	30500001	30600000	3	21	14	21
2	30600001	30700000	2	13	5	27
2	30700001	30800000	5	17	6	25
2	30800001	30900000	7	9	11	9
2	30900001	31000000	5	17	14	22
2	31000001	31100000	2	13	-5	23
2	3100001	3200000	2	21	4	18
2	31100001	31200000	0	15	-5	19
2	31200001	31300000	0	17	2	25
2	31300001	31400000	7	7	20	17
2	31400001	31500000	0	21	6	32
2	31500001	31600000	2	21	5	24
2	31600001	31700000	1	16	4	22
2	31700001	31800000	0	26	4	33
2	31800001	31900000	9	9	17	9
2	31900001	32000000	0	26	8	28
2	32000001	32100000	0	28	4	34
2	3200001	3300000	2	21	-5	37
2	32100001	32200000	4	14	10	9
2	32200001	32300000	2	18	-2	17
2	32300001	32400000	0	19	0	22
2	32400001	32500000	5	15	11	21
2	32500001	32600000	0	22	2	27
2	32600001	32700000	0	24	6	23
2	32700001	32800000	4	13	8	15
2	32800001	32900000	3	18	2	21
2	32900001	33000000	0	21	8	36
2	33000001	33100000	4	10	6	12
2	3300001	3400000	3	16	6	14
2	33100001	33200000	0	23	9	26
2	33200001	33300000	4	11	7	9
2	33300001	33400000	6	19	13	27
2	33400001	33500000	0	17	12	27
2	33500001	33600000	2	17	1	20
2	33600001	33700000	1	13	3	16
2	33700001	33800000	0	27	10	31
2	33800001	33900000	2	17	12	17
2	33900001	34000000	2	17	12	22
2	34000001	34100000	0	19	0	24
2	3400001	3500000	4	20	1	25
2	34100001	34200000	2	27	9	34
2	34200001	34300000	0	21	5	18
2	34300001	34400000	4	21	8	29
2	34400001	34500000	2	10	6	22
2	34500001	34600000	2	17	-3	22
2	34600001	34700000	1	13	7	14
2	34700001	34800000	4	11	9	19
2	34800001	34900000	3	16	11	25
2	34900001	35000000	0	33	-7	41
2	35000001	35100000	1	25	11	35
2	3500001	3600000	0	16	7	19
2	35100001	35200000	0	27	6	36
2	35200001	35300000	0	34	10	40
2	35300001	35400000	0	20	7	34
2	35400001	35500000	1	21	5	29
2	35500001	35600000	2	27	6	36
2	35600001	35700000	2	20	11	33
2	35700001	35800000	1	23	0	30
2	35800001	35900000	5	23	12	25
2	35900001	35930381	2	6	6	22
2	3600001	3700000	3	19	14	33
2	3700001	3800000	3	23	3	32
2	3800001	3900000	8	12	8	25
2	3900001	4000000	5	19	1	24
2	4000001	4100000	0	17	1	17
2	400001	500000	4	19	1	24
2	4100001	4200000	3	22	10	20
2	4200001	4300000	0	15	3	35
2	4300001	4400000	1	18	2	31
2	4400001	4500000	3	14	-2	20
2	4500001	4600000	1	11	4	18
2	4600001	4700000	1	17	-2	28
2	4700001	4800000	0	19	4	14
2	4800001	4900000	0	18	5	20
2	4900001	5000000	3	22	7	26
2	5000001	5100000	2	19	10	19
2	500001	600000	1	17	8	24
2	5100001	5200000	2	12	13	20
2	5200001	5300000	0	19	-3	23
2	5300001	5400000	2	16	7	22
2	5400001	5500000	2	21	2	31
2	5500001	5600000	0	23	-4	27
2	5600001	5700000	1	14	11	25
2	5700001	5800000	4	21	15	24
2	5800001	5900000	0	12	6	23
2	5900001	6000000	6	15	9	28
2	6000001	6100000	1	15	10	21
2	600001	700000	4	12	12	13
2	6100001	6200000	0	21	17	30
2	6200001	6300000	2	15	-5	22
2	6300001	6400000	2	14	4	17
2	6400001	6500000	2	16	11	12
2	6500001	6600000	2	28	17	29
2	6600001	6700000	0	16	1	10
2	6700001	6800000	1	26	7	28
