chrX	posX	chrY	posY	color	shape	size
7	25972186.5	Chr12	10149209	b	12	1.2
2	7353802.5	Chr12	20066209.5	d	12	1.2
12	19904035	Chr12	8054111	a	8	0.4
8	16240058.5	Chr12	10270902	b	16	0.8
6	21842352.5	Chr12	10487474	b	12	1.2
12	21993077.5	Chr12	10607057	d	8	0.4
12	19984652.5	Chr12	8709983	a	8	0.4
6	26809636	Chr12	18788628.5	d	12	1.2
6	11365410	Chr12	4010115.5	b	12	1.2
2	1304515	Chr12	17193695.5	d	12	1.2
8	12091370.5	Chr12	11122831.5	a	16	0.8
12	20027213	Chr12	7581958.5	b	8	0.4
12	21527309	Chr12	10185246	b	8	0.4
12	26103720	Chr12	13030584	a	8	0.4
12	25071545.5	Chr12	13028711	b	8	0.4
1	29013011	Chr12	17865243.5	d	8	0.4
8	16133527	Chr12	10270900.5	d	16	0.8
8	16240058.5	Chr12	10271467	a	16	0.8
6	18715049.5	Chr12	9941929.5	a	12	1.2
12	16250573.5	Chr12	4265479.5	b	8	0.4
4	20038184.5	Chr12	4008746	b	12	1.2
11	9787946	Chr12	617846.5	a	16	0.8
2	7353802.5	Chr12	20066704	c	12	1.2
12	26991434.5	Chr12	12767748.5	c	8	0.4
12	24325482.5	Chr12	12760829.5	d	8	0.4
12	21206035.5	Chr12	13818133.5	b	8	0.4
8	22742570	Chr12	14669709.5	a	16	0.8
12	25351825.5	Chr12	13509270	c	8	0.4
12	17911805	Chr12	10248645.5	b	8	0.4
12	16250573.5	Chr12	4264459.5	d	8	0.4
2	6693357.5	Chr12	20044405.5	b	12	1.2
12	16250573.5	Chr12	4278267.5	a	8	0.4
12	21527309	Chr12	10184666	a	8	0.4
12	23850572	Chr12	17733882	a	8	0.4
12	21335767.5	Chr12	9808249.5	a	8	0.4
12	23182652.5	Chr12	13030000.5	a	8	0.4
1	40874797	Chr12	3221422.5	a	12	1.2
2	34024117	Chr12	9292790	a	12	1.2
12	16250573.5	Chr12	4277016	c	8	0.4
12	18205275.5	Chr12	10972049.5	c	8	0.4
12	17911805	Chr12	6613373	d	8	0.4
12	21335767.5	Chr12	10180931	a	8	0.4
12	20027213	Chr12	10518165.5	b	8	0.4
12	25351825.5	Chr12	13722347.5	d	8	0.4
12	21750801	Chr12	10607058	d	8	0.4
12	22187400	Chr12	10874214.5	d	8	0.4
12	25610383.5	Chr12	12766685.5	c	8	0.4
12	21358139	Chr12	10517859	d	8	0.4
12	21290767.5	Chr12	12752735	d	8	0.4
12	15536044	Chr12	4262195	b	8	0.4
12	25071545.5	Chr12	10200183	c	8	0.4
11	10125505	Chr12	222990.5	c	16	0.8
12	24750910.5	Chr12	12907031.5	b	8	0.4
12	21842074	Chr12	11751924.5	a	8	0.4
12	26587353	Chr12	11752811.5	a	8	0.4
12	24423242.5	Chr12	14007198	d	8	0.4
8	12091370.5	Chr12	11720774.5	d	16	0.8
12	14767327	Chr12	3256238	a	8	0.4
12	18205275.5	Chr12	10246457.5	a	8	0.4
8	22618693.5	Chr12	14311542.5	a	16	0.8
12	26587353	Chr12	10872463	c	8	0.4
9	13829280	Chr12	10866758	c	16	0.8
12	20587948.5	Chr12	9647931	c	8	0.4
12	20587948.5	Chr12	9645507.5	d	8	0.4
