chrX	startX	stopX	chrY	startY	stopY	color
1	7500000	8000000	Chr22	119500000	120000000	0.59587
2	132000000	132500000	Chr06	48000000	48500000	0.934607
6	62000000	62500000	Chr17	53000000	53500000	0.992836
12	10000000	10500000	Chr16	99500000	100000000	0.938139
21	94500000	95000000	Chr21	100000000	100500000	0.954722
24	146000000	146500000	Chr24	152500000	153000000	0.909976
17	166000000	166500000	Chr17	167000000	167500000	1.671863
24	4000000	4500000	Chr24	43000000	43500000	0.643232
17	6000000	6500000	Chr17	7500000	8000000	5.864595
21	116000000	116500000	Chr21	116000000	116500000	0.714123
7	56500000	57000000	Chr17	43000000	43500000	0.692508
3	130500000	131000000	Chr17	5500000	6000000	1.383605
20	146000000	146500000	Chr20	149000000	149500000	1.163919
16	27000000	27500000	Chr16	62000000	62500000	0.660625
19	87500000	88000000	Chr19	107000000	107500000	1.23871
12	10000000	10500000	Chr23	0	16571	0.375834
5	35000000	35500000	Chr18	8500000	9000000	2.262047
15	229500000	230000000	Chr20	138000000	138500000	1.499199
15	235500000	236000000	Chr18	102500000	103000000	0.552584
15	201500000	202000000	Chr15	205500000	206000000	2.670792
6	78500000	79000000	Chr09	26000000	26500000	0.985701
6	37000000	37500000	Chr12	39000000	39500000	0.495053
20	136500000	137000000	Chr20	137000000	137500000	0.821767
18	42000000	42500000	Chr18	43500000	44000000	1.919132
24	120000000	120500000	Chr24	120000000	120500000	3.274377
21	1000000	1500000	Chr24	82000000	82500000	0.928469
15	146000000	146500000	Chr21	93000000	93500000	0.754692
18	36500000	37000000	Chr19	78000000	78500000	0.744261
15	189500000	190000000	Chr15	190000000	190500000	2.266502
2	127000000	127500000	Chr17	101500000	102000000	0.719081
17	79000000	79500000	Chr19	81000000	81500000	0.754625
11	161500000	162000000	Chr11	187500000	188000000	0.954437
4	53500000	54000000	Chr04	75000000	75500000	0.548046
8	26500000	27000000	Chr16	115000000	115500000	1.08164
2	132000000	132500000	Chr17	120500000	121000000	0.527295
17	110000000	110500000	Chr17	135000000	135500000	2.045543
11	240500000	241000000	Chr11	248000000	248500000	2.187791
8	10500000	11000000	Chr20	147000000	147500000	1.140621
18	100000000	100500000	Chr20	31500000	32000000	0.935286
19	126000000	126500000	Chr19	139500000	140000000	0.595793
7	71000000	71500000	Chr20	85500000	86000000	0.613575
24	11500000	12000000	Chr24	16000000	16500000	1.281743
5	42500000	43000000	Chr05	44500000	45000000	0.712241
2	17000000	17500000	Chr24	64500000	65000000	2.110757
3	106000000	106500000	Chr18	60000000	60500000	0.478001
15	35500000	36000000	Chr15	58500000	59000000	0.824944
3	102500000	103000000	Chr20	8500000	9000000	0.614944
20	143000000	143500000	Chr20	150500000	151000000	1.601621
17	143500000	144000000	Chr17	164500000	165000000	0.539375
15	73500000	74000000	Chr21	115500000	116000000	0.95659
15	10000000	10500000	Chr15	120500000	121000000	1.715521
12	48000000	48500000	Chr20	119500000	120000000	0.879514
7	26000000	26500000	Chr21	135000000	135500000	0.698014
22	30000000	30500000	Chr22	30500000	31000000	0.756241
15	43500000	44000000	Chr15	140500000	141000000	0.636181
16	133000000	133500000	Chr16	142000000	142500000	0.718257
1	125500000	126000000	Chr11	108000000	108500000	0.704037
15	222000000	222500000	Chr15	222500000	223000000	1.687826
15	175500000	176000000	Chr15	216500000	217000000	0.661216
12	55000000	55500000	Chr18	20500000	21000000	1.313211
10	52000000	52500000	Chr10	52500000	53000000	1.29739
10	34000000	34500000	Chr24	97500000	98000000	0.843544
6	35000000	35500000	Chr07	56500000	57000000	0.802011
18	54500000	55000000	Chr18	55000000	55500000	1.835549
15	26000000	26500000	Chr15	121000000	121500000	1.547266
17	5500000	6000000	Chr22	126500000	127000000	0.877588
15	232500000	233000000	Chr22	9000000	9500000	0.977839
11	179000000	179500000	Chr21	139000000	139500000	1.337622
1	51500000	52000000	Chr20	18000000	18500000	1.438394
17	125500000	126000000	Chr17	160000000	160500000	0.506129
20	88500000	89000000	Chr20	88500000	89000000	0.577862
4	48500000	49000000	Chr04	51000000	51500000	0.880309
6	25000000	25500000	Chr06	87500000	88000000	0.910167
1	115000000	115500000	Chr07	84000000	84500000	1.236344
16	163000000	163500000	Chr16	168000000	168500000	0.556695
12	2500000	3000000	Chr13	41000000	41500000	1.183621
3	96000000	96500000	Chr09	35000000	35500000	1.105816
1	6500000	7000000	Chr01	64000000	64500000	0.666076
4	54000000	54500000	Chr04	60000000	60500000	0.676056
12	8500000	9000000	Chr12	8500000	9000000	2.202159
5	54500000	55000000	Chr11	150500000	151000000	1.189866
8	30000000	30500000	Chr20	43000000	43500000	1.339745
9	1000000	1500000	Chr09	4000000	4500000	1.584428
7	76000000	76500000	Chr07	77000000	77500000	1.071247
9	65500000	66000000	Chr16	171000000	171500000	0.693404
9	2500000	3000000	Chr09	3500000	4000000	1.143624
1	18500000	19000000	Chr05	28500000	29000000	0.743386
7	61000000	61500000	Chr07	75000000	75500000	1.121238
3	90000000	90500000	Chr03	90000000	90500000	3.819976
15	79500000	80000000	Chr16	128000000	128500000	0.780274
15	167500000	168000000	Chr16	191500000	192000000	0.495986
19	63000000	63500000	Chr19	91500000	92000000	1.056545
11	237500000	238000000	Chr19	69500000	70000000	0.672555
15	139000000	139500000	Chr18	143500000	144000000	0.92614
3	72000000	72500000	Chr11	195000000	195500000	0.81676
15	101500000	102000000	Chr15	199000000	199500000	1.04088
7	26500000	27000000	Chr11	16000000	16500000	1.678456
15	15500000	16000000	Chr15	79500000	80000000	1.425406
20	50000000	50500000	Chr20	53000000	53500000	1.341836
9	68000000	68500000	Chr17	18500000	19000000	0.6433
17	131000000	131500000	Chr17	173000000	173500000	0.624521
18	99000000	99500000	Chr18	102500000	103000000	0.780376
1	53000000	53500000	Chr21	69000000	69500000	0.620368
1	67500000	68000000	Chr21	71000000	71500000	0.655391
24	4000000	4500000	Chr24	16000000	16500000	0.810626
6	98500000	99000000	Chr16	80000000	80500000	0.685602
17	173000000	173500000	Chr17	188500000	189000000	0.667951
8	26000000	26500000	Chr08	30000000	30500000	1.580314
20	8000000	8500000	Chr20	35000000	35500000	1.940439
11	204000000	204500000	Chr20	75500000	76000000	1.320666
17	28000000	28500000	Chr18	31000000	31500000	0.630775
15	190000000	190500000	Chr15	216000000	216500000	0.905574
3	24500000	25000000	Chr03	24500000	25000000	0.611956
15	164000000	164500000	Chr24	141000000	141500000	1.028703
13	24500000	25000000	Chr15	140000000	140500000	1.101628
11	45500000	46000000	Chr21	125000000	125500000	0.881194
24	3500000	4000000	Chr24	5000000	5500000	2.381508
11	166500000	167000000	Chr11	166500000	167000000	0.606908
1	37000000	37500000	Chr01	71000000	71500000	2.595305
16	23000000	23500000	Chr16	58500000	59000000	0.762805
9	69500000	70000000	Chr24	26000000	26500000	0.774675
12	55000000	55500000	Chr19	42500000	43000000	1.277633
3	67500000	68000000	Chr03	77500000	78000000	0.887081
15	63000000	63500000	Chr16	152000000	152500000	0.453339
15	116000000	116500000	Chr15	118000000	118500000	1.247671
6	27000000	27500000	Chr14	24000000	24500000	1.785909
11	41000000	41500000	Chr17	161000000	161500000	1.308924
1	21500000	22000000	Chr08	75000000	75500000	1.55864
12	54000000	54500000	Chr12	54000000	54500000	1.573951
2	128500000	129000000	Chr02	129500000	130000000	1.144006
5	44000000	44500000	Chr06	46500000	47000000	0.651565
9	34000000	34500000	Chr16	102000000	102500000	0.673416
16	192500000	193000000	Chr24	23500000	24000000	1.019253
16	151500000	152000000	Chr16	173000000	173500000	0.695873
1	117000000	117500000	Chr01	118000000	118500000	1.851908
15	168500000	169000000	Chr19	23500000	24000000	0.923794
7	63000000	63500000	Chr10	33000000	33500000	1.363431
2	12000000	12500000	Chr02	12000000	12500000	2.788374
5	83000000	83500000	Chr22	18500000	19000000	0.762924
9	39500000	40000000	Chr09	48000000	48500000	1.408888
7	47000000	47500000	Chr07	62000000	62500000	0.855159
18	132000000	132500000	Chr18	140500000	141000000	1.064385
2	123000000	123500000	Chr21	17500000	18000000	0.831765
16	25500000	26000000	Chr16	67000000	67500000	0.777624
17	121500000	122000000	Chr24	57000000	57500000	0.644893
4	45500000	46000000	Chr16	95000000	95500000	1.051118
3	103000000	103500000	Chr03	106000000	106500000	0.577376
21	37000000	37500000	Chr24	113000000	113500000	1.176304
5	98500000	99000000	Chr09	50000000	50500000	0.848931
2	40000000	40500000	Chr05	80000000	80500000	0.621353
17	45000000	45500000	Chr17	46000000	46500000	2.170428
2	109000000	109500000	Chr19	79000000	79500000	1.017209
3	42500000	43000000	Chr03	43500000	44000000	1.222352
8	59000000	59500000	Chr22	122000000	122500000	1.225615
19	64000000	64500000	Chr19	67000000	67500000	0.862258
15	207500000	208000000	Chr18	19500000	20000000	0.999582
4	79500000	80000000	Chr04	79500000	80000000	2.688183
1	124500000	125000000	Chr21	106000000	106500000	0.63188
3	42000000	42500000	Chr03	44500000	45000000	0.612724
19	24500000	25000000	Chr19	80500000	81000000	0.863364
10	28000000	28500000	Chr20	64000000	64500000	0.58074
21	107500000	108000000	Chr21	124500000	125000000	0.745351
3	25000000	25500000	Chr03	28500000	29000000	0.698233
16	51500000	52000000	Chr20	27000000	27500000	1.199934
15	206000000	206500000	Chr18	100000000	100500000	0.789932
7	72000000	72500000	Chr20	26500000	27000000	0.510221
19	39000000	39500000	Chr19	46000000	46500000	1.23706
11	104000000	104500000	Chr18	11500000	12000000	1.039888
5	78500000	79000000	Chr22	72000000	72500000	0.882119
1	117000000	117500000	Chr19	91500000	92000000	0.669181
9	51500000	52000000	Chr09	66500000	67000000	0.712387
11	159000000	159500000	Chr11	165000000	165500000	1.018184
13	47000000	47500000	Chr16	49000000	49500000	1.44923
20	50000000	50500000	Chr20	51000000	51500000	1.794806
21	71000000	71500000	Chr21	90000000	90500000	0.621946
15	173500000	174000000	Chr15	173500000	174000000	1.737914
20	81000000	81500000	Chr20	109500000	110000000	0.586625
15	200500000	201000000	Chr17	184000000	184500000	0.826311
15	68500000	69000000	Chr20	41500000	42000000	0.723383
6	94000000	94500000	Chr20	37500000	38000000	0.968109
3	38000000	38500000	Chr03	43500000	44000000	0.452338
12	58500000	59000000	Chr18	21000000	21500000	1.63922
4	104500000	105000000	Chr08	27500000	28000000	1.110897
21	48000000	48500000	Chr21	48000000	48500000	3.50085
15	141500000	142000000	Chr18	174500000	175000000	0.765418
20	38500000	39000000	Chr20	38500000	39000000	1.636415
19	143500000	144000000	Chr19	164000000	164500000	0.888602
11	187000000	187500000	Chr11	209500000	210000000	0.596372
24	83000000	83500000	Chr24	96000000	96500000	1.007214
18	3000000	3500000	Chr18	21500000	22000000	1.119113
16	96000000	96500000	Chr22	30000000	30500000	0.719243
18	162000000	162500000	Chr22	24000000	24500000	0.860688
4	69500000	70000000	Chr15	92000000	92500000	0.901224
11	189500000	190000000	Chr17	111500000	112000000	0.537401
5	38500000	39000000	Chr24	4500000	5000000	1.140534
6	56000000	56500000	Chr24	34500000	35000000	1.025191
11	30500000	31000000	Chr16	12000000	12500000	0.902245
3	71000000	71500000	Chr03	71000000	71500000	1.135408
17	15000000	15500000	Chr17	23500000	24000000	0.6797
13	47000000	47500000	Chr21	29500000	30000000	1.655734
11	81500000	82000000	Chr17	87000000	87500000	0.927646
17	106000000	106500000	Chr17	121500000	122000000	0.477042
7	24500000	25000000	Chr16	153000000	153500000	0.98125
11	193000000	193500000	Chr11	194000000	194500000	1.086276
17	36500000	37000000	Chr17	45500000	46000000	0.948033
15	225000000	225500000	Chr20	106000000	106500000	0.700129
16	36500000	37000000	Chr16	120500000	121000000	1.254541
17	167000000	167500000	Chr17	181000000	181500000	0.775586
3	119500000	120000000	Chr03	119500000	120000000	2.309619
12	7500000	8000000	Chr21	131000000	131500000	1.039898
15	150500000	151000000	Chr15	150500000	151000000	2.144894
4	73500000	74000000	Chr22	8000000	8500000	0.907762
13	23500000	24000000	Chr13	32500000	33000000	1.299353
13	25000000	25500000	Chr18	30000000	30500000	1.137465
16	81000000	81500000	Chr16	82500000	83000000	0.817755
5	91000000	91500000	Chr18	123000000	123500000	2.294464
18	100500000	101000000	Chr24	94500000	95000000	0.708777
19	92000000	92500000	Chr19	129500000	130000000	0.807202
11	3500000	4000000	Chr11	3500000	4000000	14.032779
13	21000000	21500000	Chr17	148000000	148500000	1.225608
11	180500000	181000000	Chr11	205500000	206000000	1.480919
12	2500000	3000000	Chr12	2500000	3000000	0.921437
3	95500000	96000000	Chr18	99000000	99500000	1.808084
1	98000000	98500000	Chr19	94500000	95000000	1.333817
2	28000000	28500000	Chr19	2000000	2500000	0.69362
15	194000000	194500000	Chr15	216500000	217000000	0.620255
2	105000000	105500000	Chr02	129000000	129500000	0.863509
17	121000000	121500000	Chr17	155500000	156000000	0.858095
13	24000000	24500000	Chr16	176500000	177000000	0.723429
4	20500000	21000000	Chr17	152000000	152500000	1.051594
4	58000000	58500000	Chr04	62500000	63000000	0.498718
16	66000000	66500000	Chr16	66000000	66500000	3.753087
15	187000000	187500000	Chr15	191500000	192000000	0.491434
15	165000000	165500000	Chr15	171000000	171500000	1.103642
4	83500000	84000000	Chr24	117000000	117500000	0.911523
7	15500000	16000000	Chr07	24000000	24500000	1.804959
21	65000000	65500000	Chr21	80000000	80500000	0.546763
15	203500000	204000000	Chr15	204500000	205000000	1.628527
4	25500000	26000000	Chr04	25500000	26000000	0.855174
3	34500000	35000000	Chr19	96500000	97000000	0.304154
9	25000000	25500000	Chr13	35500000	36000000	0.672581
15	44500000	45000000	Chr15	45500000	46000000	0.980635
2	123500000	124000000	Chr17	21500000	22000000	0.696283
18	18000000	18500000	Chr18	26000000	26500000	1.464503
1	12500000	13000000	Chr01	66000000	66500000	1.388499
18	22500000	23000000	Chr18	95000000	95500000	0.891437
2	12500000	13000000	Chr18	171000000	171500000	1.130348
6	50000000	50500000	Chr16	75500000	76000000	0.928719
22	75000000	75500000	Chr22	82000000	82500000	0.693989
17	107500000	108000000	Chr18	66000000	66500000	0.897563
20	146500000	147000000	Chr21	2500000	3000000	0.807416
11	162000000	162500000	Chr11	218000000	218500000	0.873425
22	118000000	118500000	Chr22	118000000	118500000	2.30652
19	65000000	65500000	Chr19	98000000	98500000	0.733526
11	58500000	59000000	Chr11	59500000	60000000	0.55937
16	163000000	163500000	Chr16	172500000	173000000	0.640705
17	159000000	159500000	Chr17	173000000	173500000	0.657423
7	55000000	55500000	Chr09	53500000	54000000	0.803857
2	36000000	36500000	Chr20	121000000	121500000	1.137516
3	127500000	128000000	Chr24	75000000	75500000	0.869133
15	231000000	231500000	Chr16	121500000	122000000	1.012623
4	96500000	97000000	Chr22	80000000	80500000	0.574011
3	8500000	9000000	Chr21	137500000	138000000	0.979216
20	57000000	57500000	Chr20	57000000	57500000	9.116869
6	36500000	37000000	Chr09	60500000	61000000	0.653453
24	146000000	146500000	Chr24	152000000	152500000	2.492738
11	100500000	101000000	Chr15	158000000	158500000	1.618352
4	53000000	53500000	Chr04	53000000	53500000	2.723741
16	123500000	124000000	Chr16	123500000	124000000	1.318678
16	160000000	160500000	Chr16	177000000	177500000	1.149365
14	30000000	30500000	Chr17	36500000	37000000	0.97734
15	182500000	183000000	Chr16	16500000	17000000	0.799067
15	76000000	76500000	Chr17	92000000	92500000	0.642446
1	36000000	36500000	Chr16	182500000	183000000	0.724528
11	201500000	202000000	Chr11	202000000	202500000	3.594492
11	20500000	21000000	Chr11	204500000	205000000	1.375023
4	59500000	60000000	Chr04	70500000	71000000	0.569005
16	190500000	191000000	Chr16	191500000	192000000	2.040457
17	70500000	71000000	Chr17	72000000	72500000	0.672728
5	99000000	99500000	Chr19	163500000	164000000	0.966057
13	19500000	20000000	Chr13	19500000	20000000	2.491077
19	133000000	133500000	Chr19	134500000	135000000	1.234387
24	97500000	98000000	Chr24	97500000	98000000	0.523761
17	4500000	5000000	Chr17	7000000	7500000	1.123526
3	33000000	33500000	Chr19	81000000	81500000	0.845205
1	84000000	84500000	Chr01	134500000	135000000	1.2872
8	48500000	49000000	Chr08	64500000	65000000	2.710265
4	86500000	87000000	Chr04	110500000	111000000	1.79733
15	77000000	77500000	Chr15	109000000	109500000	1.641406
7	11000000	11500000	Chr12	21000000	21500000	0.949568
17	169000000	169500000	Chr17	172500000	173000000	0.58891
18	13500000	14000000	Chr19	79000000	79500000	0.933425
9	31000000	31500000	Chr12	11000000	11500000	0.651779
16	34000000	34500000	Chr16	38500000	39000000	0.838887
20	117000000	117500000	Chr20	140000000	140500000	0.917643
3	109000000	109500000	Chr03	121500000	122000000	1.740197
1	81500000	82000000	Chr16	128500000	129000000	1.745348
16	86500000	87000000	Chr16	114500000	115000000	0.630897
16	163500000	164000000	Chr16	167000000	167500000	0.529164
5	89000000	89500000	Chr05	89500000	90000000	1.198866
8	12500000	13000000	Chr08	15000000	15500000	1.685684
11	44000000	44500000	Chr11	113000000	113500000	1.754125
17	116000000	116500000	Chr20	85000000	85500000	0.547846
5	59000000	59500000	Chr09	33500000	34000000	0.669047
3	33000000	33500000	Chr03	44500000	45000000	0.836948
14	23500000	24000000	Chr20	2000000	2500000	2.992363
1	32500000	33000000	Chr01	52500000	53000000	1.079785
19	148000000	148500000	Chr19	150000000	150500000	0.742658
6	56000000	56500000	Chr06	86500000	87000000	1.356292
5	27500000	28000000	Chr05	27500000	28000000	1.360321
18	118000000	118500000	Chr18	120500000	121000000	0.626524
11	84500000	85000000	Chr11	84500000	85000000	0.997551
3	25000000	25500000	Chr15	151000000	151500000	0.614062
17	95500000	96000000	Chr17	113500000	114000000	0.673926
19	122500000	123000000	Chr19	154000000	154500000	0.613151
11	225000000	225500000	Chr21	110500000	111000000	0.796887
7	82500000	83000000	Chr07	83000000	83500000	1.290721
2	94500000	95000000	Chr02	96000000	96500000	1.157089
4	54500000	55000000	Chr04	61500000	62000000	1.43765
11	96000000	96500000	Chr11	99500000	100000000	0.930639
11	84000000	84500000	Chr11	111500000	112000000	0.678295
1	42500000	43000000	Chr06	84500000	85000000	2.612106
10	4500000	5000000	Chr10	18500000	19000000	5.580909
4	61500000	62000000	Chr04	61500000	62000000	0.602196
9	7000000	7500000	Chr09	9000000	9500000	1.54107
15	223500000	224000000	Chr15	224000000	224500000	3.076547
7	73500000	74000000	Chr07	74000000	74500000	2.342711
12	39000000	39500000	Chr12	39500000	40000000	0.467741
7	52000000	52500000	Chr21	121500000	122000000	0.756733
11	56500000	57000000	Chr11	97500000	98000000	0.499206
15	151500000	152000000	Chr17	48500000	49000000	0.757203
16	85500000	86000000	Chr16	99500000	100000000	1.179961
3	30500000	31000000	Chr19	56000000	56500000	0.798793
21	50500000	51000000	Chr21	52000000	52500000	2.517112
16	74000000	74500000	Chr16	119000000	119500000	0.55845
18	13000000	13500000	Chr18	27500000	28000000	1.200844
11	55500000	56000000	Chr11	57500000	58000000	0.607685
11	208500000	209000000	Chr21	29000000	29500000	0.674272
15	120000000	120500000	Chr24	76000000	76500000	1.655547
12	18000000	18500000	Chr12	41000000	41500000	1.142216
13	25500000	26000000	Chr15	221000000	221500000	1.66131
4	36000000	36500000	Chr04	40000000	40500000	0.556106
6	60000000	60500000	Chr22	80000000	80500000	1.054236
11	171000000	171500000	Chr11	187000000	187500000	0.579775
11	203000000	203500000	Chr24	14500000	15000000	1.309722
24	31500000	32000000	Chr24	34000000	34500000	1.174468
24	35000000	35500000	Chr24	95500000	96000000	0.688444
2	49000000	49500000	Chr02	49500000	50000000	2.292614
13	33000000	33500000	Chr18	50500000	51000000	0.880793
6	62500000	63000000	Chr06	63500000	64000000	0.797786
2	78000000	78500000	Chr02	78000000	78500000	3.722714
4	78000000	78500000	Chr05	96500000	97000000	1.086678
1	1000000	1500000	Chr01	35000000	35500000	1.136866
1	17500000	18000000	Chr21	32000000	32500000	1.254674
22	76000000	76500000	Chr22	77500000	78000000	0.830473
17	108500000	109000000	Chr17	111500000	112000000	0.709584
16	182000000	182500000	Chr16	185500000	186000000	0.900758
15	22500000	23000000	Chr20	15500000	16000000	0.927967
2	84000000	84500000	Chr02	101500000	102000000	0.861073
24	117500000	118000000	Chr24	131500000	132000000	0.927128
1	69000000	69500000	Chr01	69500000	70000000	0.928979
22	37000000	37500000	Chr22	37000000	37500000	3.519935
19	98000000	98500000	Chr22	25000000	25500000	0.984776
2	50000000	50500000	Chr17	123000000	123500000	1.196744
1	56000000	56500000	Chr01	82000000	82500000	0.652822
15	73000000	73500000	Chr22	98000000	98500000	1.020241
19	65000000	65500000	Chr19	93500000	94000000	0.849715
22	19000000	19500000	Chr22	19500000	20000000	2.147925
15	191000000	191500000	Chr24	126500000	127000000	0.952421
15	69000000	69500000	Chr17	3000000	3500000	0.97373
10	40000000	40500000	Chr22	30500000	31000000	1.603914
4	73500000	74000000	Chr04	91500000	92000000	0.971433
16	83000000	83500000	Chr16	145000000	145500000	0.549373
8	25500000	26000000	Chr08	25500000	26000000	1.629293
5	37500000	38000000	Chr05	45000000	45500000	1.106251
20	83500000	84000000	Chr20	116000000	116500000	0.65605
21	40000000	40500000	Chr21	52000000	52500000	0.615475
7	0	500000	Chr21	98000000	98500000	1.445992
18	85000000	85500000	Chr18	148500000	149000000	1.243693
2	25500000	26000000	Chr15	76500000	77000000	0.667435
18	120000000	120500000	Chr18	156500000	157000000	0.784031
6	51500000	52000000	Chr06	67000000	67500000	0.775726
5	22000000	22500000	Chr24	133500000	134000000	0.956082
21	59500000	60000000	Chr22	104500000	105000000	0.652914
7	22500000	23000000	Chr07	23000000	23500000	2.316213
3	7500000	8000000	Chr05	82500000	83000000	0.589803
4	33500000	34000000	Chr15	25000000	25500000	1.555348
22	30500000	31000000	Chr22	34500000	35000000	0.836799
6	24000000	24500000	Chr17	147500000	148000000	0.814753
8	45000000	45500000	Chr08	45500000	46000000	2.260964
19	133500000	134000000	Chr21	68500000	69000000	0.714394
3	11500000	12000000	Chr15	181000000	181500000	0.65938
19	88500000	89000000	Chr19	105000000	105500000	1.133598
2	105000000	105500000	Chr02	106500000	107000000	0.540786
10	24000000	24500000	Chr13	20500000	21000000	1.102673
15	0	500000	Chr15	1000000	1500000	1.719611
17	81000000	81500000	Chr21	74000000	74500000	0.445784
16	74500000	75000000	Chr24	111000000	111500000	0.707498
4	113500000	114000000	Chr04	114000000	114500000	2.593722
15	135000000	135500000	Chr15	142500000	143000000	0.876174
18	89000000	89500000	Chr18	104500000	105000000	1.837839
5	97500000	98000000	Chr17	105500000	106000000	0.904596
18	59000000	59500000	Chr18	165000000	165500000	0.600357
16	168000000	168500000	Chr16	179000000	179500000	0.535917
7	78000000	78500000	Chr18	149500000	150000000	1.03148
24	40500000	41000000	Chr24	109500000	110000000	1.128889
7	4000000	4500000	Chr07	84500000	85000000	2.47779
21	57000000	57500000	Chr21	65500000	66000000	0.754046
15	50000000	50500000	Chr17	117000000	117500000	0.963237
17	119500000	120000000	Chr17	122500000	123000000	0.828867
15	215500000	216000000	Chr22	500000	1000000	0.829486
22	78500000	79000000	Chr22	121500000	122000000	0.468668
2	4000000	4500000	Chr19	152500000	153000000	1.141268
15	64000000	64500000	Chr19	55000000	55500000	0.427038
2	22000000	22500000	Chr02	109000000	109500000	0.668638
4	47000000	47500000	Chr14	45000000	45500000	1.881263
11	76500000	77000000	Chr18	122500000	123000000	0.433922
13	25500000	26000000	Chr13	36000000	36500000	2.122861
15	104000000	104500000	Chr15	137000000	137500000	0.797351
2	46000000	46500000	Chr08	62500000	63000000	0.912436
17	132500000	133000000	Chr17	133500000	134000000	2.054426
6	58000000	58500000	Chr06	59000000	59500000	0.847674
6	25000000	25500000	Chr06	26000000	26500000	1.982839
12	50500000	51000000	Chr12	53500000	54000000	0.598523
15	173500000	174000000	Chr15	210500000	211000000	0.705274
1	53000000	53500000	Chr07	83000000	83500000	0.751081
16	190000000	190500000	Chr16	190000000	190500000	2.102691
11	90000000	90500000	Chr13	19000000	19500000	0.773895
16	31500000	32000000	Chr16	51000000	51500000	0.717979
21	29000000	29500000	Chr21	30000000	30500000	0.999302
16	190000000	190500000	Chr17	176500000	177000000	0.538505
4	111500000	112000000	Chr24	144000000	144500000	0.729355
16	185000000	185500000	Chr22	121500000	122000000	1.129183
2	128000000	128500000	Chr16	47500000	48000000	1.277331
6	60000000	60500000	Chr24	123500000	124000000	1.208502
5	65500000	66000000	Chr21	40000000	40500000	1.053865
2	81500000	82000000	Chr02	117500000	118000000	1.087019
15	149500000	150000000	Chr22	138000000	138500000	1.762617
16	78000000	78500000	Chr19	151000000	151500000	1.855979
10	8500000	9000000	Chr10	38000000	38500000	2.334193
4	55500000	56000000	Chr04	74000000	74500000	0.995329
12	18000000	18500000	Chr12	19000000	19500000	1.152703
16	114500000	115000000	Chr16	119000000	119500000	1.44312
12	48000000	48500000	Chr12	48000000	48500000	3.031741
4	93000000	93500000	Chr21	64000000	64500000	0.866696
1	22500000	23000000	Chr18	66500000	67000000	0.847909
19	62000000	62500000	Chr19	63500000	64000000	1.884862
3	33500000	34000000	Chr20	125500000	126000000	1.040527
6	42000000	42500000	Chr21	5500000	6000000	1.00144
2	32500000	33000000	Chr04	109500000	110000000	0.906067
1	2500000	3000000	Chr01	55500000	56000000	2.356974
11	115500000	116000000	Chr19	30500000	31000000	1.028645
15	80000000	80500000	Chr15	82000000	82500000	2.922901
14	33000000	33500000	Chr14	33500000	34000000	2.339708
11	195500000	196000000	Chr11	197500000	198000000	0.725391
24	6500000	7000000	Chr24	143500000	144000000	1.062757
9	74000000	74500000	Chr20	31500000	32000000	1.193755
4	76500000	77000000	Chr15	118000000	118500000	0.931864
9	25500000	26000000	Chr09	65000000	65500000	1.154184
7	52000000	52500000	Chr22	22500000	23000000	0.677344
3	72500000	73000000	Chr24	132500000	133000000	1.072869
11	172500000	173000000	Chr11	174500000	175000000	1.515246
3	61500000	62000000	Chr12	44500000	45000000	1.533732
5	52500000	53000000	Chr24	4000000	4500000	0.964155
7	64500000	65000000	Chr16	1500000	2000000	0.542441
3	90500000	91000000	Chr06	31000000	31500000	1.534581
1	120000000	120500000	Chr01	124500000	125000000	0.775184
18	115500000	116000000	Chr18	115500000	116000000	0.902423
2	9500000	10000000	Chr02	9500000	10000000	7.102814
6	99000000	99500000	Chr13	18000000	18500000	0.658284
4	99000000	99500000	Chr19	43500000	44000000	1.010337
12	38500000	39000000	Chr21	115500000	116000000	0.979131
3	19000000	19500000	Chr03	96000000	96500000	0.499634
2	54500000	55000000	Chr17	143000000	143500000	0.378514
11	64500000	65000000	Chr11	149000000	149500000	4.128407
2	8500000	9000000	Chr22	2500000	3000000	0.577609
12	19500000	20000000	Chr12	57500000	58000000	0.680624
4	49500000	50000000	Chr04	53000000	53500000	1.89314
15	142500000	143000000	Chr21	141500000	142000000	0.982951
4	42500000	43000000	Chr04	43000000	43500000	3.208201
18	38000000	38500000	Chr19	132000000	132500000	0.69887
21	64500000	65000000	Chr21	73000000	73500000	0.568669
15	47500000	48000000	Chr15	96000000	96500000	2.443728
1	91500000	92000000	Chr07	25000000	25500000	1.197286
8	64000000	64500000	Chr21	9000000	9500000	1.070968
11	8500000	9000000	Chr11	17000000	17500000	2.350524
19	116000000	116500000	Chr19	118000000	118500000	0.86451
17	65500000	66000000	Chr17	72000000	72500000	0.593453
5	62000000	62500000	Chr11	179000000	179500000	1.373207
18	157000000	157500000	Chr18	174000000	174500000	1.081141
9	4000000	4500000	Chr15	95500000	96000000	2.500535
2	8000000	8500000	Chr16	107500000	108000000	0.933093
18	24000000	24500000	Chr18	67500000	68000000	0.694564
5	33000000	33500000	Chr05	38000000	38500000	0.528322
1	126000000	126500000	Chr20	135000000	135500000	1.356546
6	63500000	64000000	Chr24	71500000	72000000	0.9863
18	81000000	81500000	Chr18	102500000	103000000	0.764314
2	31000000	31500000	Chr02	41000000	41500000	0.553696
2	128000000	128500000	Chr24	29500000	30000000	0.80967
